Type_of_Event,Year_of_Death,Residence_or_Place_of_Death,County_of_Residence,Age,Total_Deaths,Last_Data_Refresh
Death,2020,Place of Residence,El Dorado,70 - 74 years,198,06/10/2021
Death,2020,Place of Residence,El Dorado,75 - 79 years,205,06/10/2021
Death,2020,Place of Residence,El Dorado,80 - 84 years,212,06/10/2021
Death,2020,Place of Residence,El Dorado,85 - 89 years,248,06/10/2021
Death,2020,Place of Residence,El Dorado,90 - 94 years,229,06/10/2021
Death,2020,Place of Residence,El Dorado,95 - 99 years,111,06/10/2021
Death,2020,Place of Residence,El Dorado,100 years and over,22,06/10/2021
Death,2020,Place of Residence,Fresno,Less than 1 year,74,06/10/2021
Death,2020,Place of Residence,Fresno,1 - 4 years,18,06/10/2021
Death,2020,Place of Residence,Fresno,5 - 9 years,<11,06/10/2021
Death,2020,Place of Residence,Fresno,10 - 14 years,11,06/10/2021
Death,2020,Place of Residence,Fresno,15 - 19 years,53,06/10/2021
Death,2020,Place of Residence,Fresno,20 - 24 years,71,06/10/2021
Death,2020,Place of Residence,Fresno,25 - 29 years,114,06/10/2021
Death,2020,Place of Residence,Fresno,30 - 34 years,120,06/10/2021
Death,2020,Place of Residence,Fresno,35 - 39 years,149,06/10/2021
Death,2020,Place of Residence,Fresno,40 - 44 years,174,06/10/2021
Death,2020,Place of Residence,Fresno,45 - 49 years,220,06/10/2021
Death,2020,Place of Residence,Fresno,50 - 54 years,324,06/10/2021
Death,2020,Place of Residence,Fresno,55 - 59 years,511,06/10/2021
Death,2020,Place of Residence,Fresno,60 - 64 years,703,06/10/2021
Death,2020,Place of Residence,Fresno,65 - 69 years,823,06/10/2021
Death,2020,Place of Residence,Fresno,70 - 74 years,912,06/10/2021
Death,2020,Place of Residence,Fresno,75 - 79 years,928,06/10/2021
Death,2020,Place of Residence,Fresno,80 - 84 years,1026,06/10/2021
Death,2020,Place of Residence,Fresno,85 - 89 years,1042,06/10/2021
Death,2020,Place of Residence,Fresno,90 - 94 years,873,06/10/2021
Death,2020,Place of Residence,Fresno,95 - 99 years,461,06/10/2021
Death,2020,Place of Residence,Fresno,100 years and over,94,06/10/2021
Death,2020,Place of Residence,Glenn,Less than 1 year,<11,06/10/2021
Death,2020,Place of Residence,Glenn,1 - 4 years,<11,06/10/2021
Death,2020,Place of Residence,Glenn,5 - 9 years,<11,06/10/2021
Death,2020,Place of Residence,Glenn,10 - 14 years,<11,06/10/2021
Death,2020,Place of Residence,Glenn,15 - 19 years,<11,06/10/2021
Death,2020,Place of Residence,Glenn,20 - 24 years,<11,06/10/2021
Death,2020,Place of Residence,Glenn,25 - 29 years,<11,06/10/2021
Death,2020,Place of Residence,Glenn,30 - 34 years,<11,06/10/2021
Death,2020,Place of Residence,Glenn,35 - 39 years,<11,06/10/2021
Death,2020,Place of Residence,Glenn,40 - 44 years,<11,06/10/2021
Death,2020,Place of Residence,Glenn,45 - 49 years,<11,06/10/2021
Death,2020,Place of Residence,Glenn,50 - 54 years,14,06/10/2021
Death,2020,Place of Residence,Glenn,55 - 59 years,23,06/10/2021
Death,2020,Place of Residence,Glenn,60 - 64 years,19,06/10/2021
Death,2020,Place of Residence,Glenn,65 - 69 years,25,06/10/2021
Death,2020,Place of Residence,Glenn,70 - 74 years,33,06/10/2021
Death,2020,Place of Residence,Glenn,75 - 79 years,29,06/10/2021
Death,2020,Place of Residence,Glenn,80 - 84 years,20,06/10/2021
Death,2020,Place of Residence,Glenn,85 - 89 years,35,06/10/2021
Death,2020,Place of Residence,Glenn,90 - 94 years,36,06/10/2021
Death,2020,Place of Residence,Glenn,95 - 99 years,11,06/10/2021
Death,2020,Place of Residence,Glenn,100 years and over,<11,06/10/2021
Death,2020,Place of Residence,Humboldt,Less than 1 year,<11,06/10/2021
Death,2020,Place of Residence,Humboldt,1 - 4 years,<11,06/10/2021
Death,2020,Place of Residence,Humboldt,5 - 9 years,0,06/10/2021
Death,2020,Place of Residence,Humboldt,10 - 14 years,0,06/10/2021
Death,2020,Place of Residence,Humboldt,15 - 19 years,<11,06/10/2021
Death,2020,Place of Residence,Humboldt,20 - 24 years,<11,06/10/2021
Death,2020,Place of Residence,Humboldt,25 - 29 years,<11,06/10/2021
Death,2020,Place of Residence,Humboldt,30 - 34 years,20,06/10/2021
Death,2020,Place of Residence,Humboldt,35 - 39 years,20,06/10/2021
Death,2020,Place of Residence,Humboldt,40 - 44 years,19,06/10/2021
Death,2020,Place of Residence,Humboldt,45 - 49 years,33,06/10/2021
Death,2020,Place of Residence,Humboldt,50 - 54 years,42,06/10/2021
Death,2020,Place of Residence,Humboldt,55 - 59 years,79,06/10/2021
Death,2020,Place of Residence,Humboldt,60 - 64 years,134,06/10/2021
Death,2020,Place of Residence,Humboldt,65 - 69 years,159,06/10/2021
Death,2020,Place of Residence,Humboldt,70 - 74 years,197,06/10/2021
Death,2020,Place of Residence,Humboldt,75 - 79 years,162,06/10/2021
Death,2020,Place of Residence,Humboldt,80 - 84 years,159,06/10/2021
Death,2020,Place of Residence,Humboldt,85 - 89 years,130,06/10/2021
Death,2020,Place of Residence,Humboldt,90 - 94 years,123,06/10/2021
Death,2020,Place of Residence,Humboldt,95 - 99 years,59,06/10/2021
Death,2020,Place of Residence,Humboldt,100 years and over,18,06/10/2021
Death,2020,Place of Residence,Imperial,Less than 1 year,<11,06/10/2021
Death,2020,Place of Residence,Imperial,1 - 4 years,0,06/10/2021
Death,2020,Place of Residence,Imperial,5 - 9 years,0,06/10/2021
Death,2020,Place of Residence,Imperial,10 - 14 years,<11,06/10/2021
Death,2020,Place of Residence,Imperial,15 - 19 years,11,06/10/2021
Death,2020,Place of Residence,Imperial,20 - 24 years,<11,06/10/2021
Death,2020,Place of Residence,Imperial,25 - 29 years,16,06/10/2021
Death,2020,Place of Residence,Imperial,30 - 34 years,22,06/10/2021
Death,2020,Place of Residence,Imperial,35 - 39 years,23,06/10/2021
Death,2020,Place of Residence,Imperial,40 - 44 years,32,06/10/2021
Death,2020,Place of Residence,Imperial,45 - 49 years,43,06/10/2021
Death,2020,Place of Residence,Imperial,50 - 54 years,83,06/10/2021
Death,2020,Place of Residence,Imperial,55 - 59 years,124,06/10/2021
Death,2020,Place of Residence,Imperial,60 - 64 years,163,06/10/2021
Death,2020,Place of Residence,Imperial,65 - 69 years,181,06/10/2021
Death,2020,Place of Residence,Imperial,70 - 74 years,187,06/10/2021
Death,2020,Place of Residence,Imperial,75 - 79 years,196,06/10/2021
Death,2020,Place of Residence,Imperial,80 - 84 years,215,06/10/2021
Death,2020,Place of Residence,Imperial,85 - 89 years,250,06/10/2021
Death,2020,Place of Residence,Imperial,90 - 94 years,172,06/10/2021
Death,2020,Place of Residence,Imperial,95 - 99 years,70,06/10/2021
Death,2020,Place of Residence,Imperial,100 years and over,15,06/10/2021
Death,2020,Place of Residence,Inyo,Less than 1 year,<11,06/10/2021
Death,2020,Place of Residence,Inyo,1 - 4 years,0,06/10/2021
Death,2020,Place of Residence,Inyo,5 - 9 years,0,06/10/2021
Death,2020,Place of Residence,Inyo,10 - 14 years,0,06/10/2021
Death,2020,Place of Residence,Inyo,15 - 19 years,<11,06/10/2021
Death,2020,Place of Residence,Inyo,20 - 24 years,0,06/10/2021
Death,2020,Place of Residence,Inyo,25 - 29 years,<11,06/10/2021
Death,2020,Place of Residence,Inyo,30 - 34 years,<11,06/10/2021
Death,2020,Place of Residence,Inyo,35 - 39 years,<11,06/10/2021
Death,2020,Place of Residence,Inyo,40 - 44 years,<11,06/10/2021
Death,2020,Place of Residence,Inyo,45 - 49 years,<11,06/10/2021
Death,2020,Place of Residence,Inyo,50 - 54 years,<11,06/10/2021
Death,2020,Place of Residence,Inyo,55 - 59 years,<11,06/10/2021
Death,2020,Place of Residence,Inyo,60 - 64 years,13,06/10/2021
Death,2020,Place of Residence,Inyo,65 - 69 years,20,06/10/2021
Death,2020,Place of Residence,Inyo,70 - 74 years,19,06/10/2021
Death,2020,Place of Residence,Inyo,75 - 79 years,18,06/10/2021
Death,2020,Place of Residence,Inyo,80 - 84 years,26,06/10/2021
Death,2020,Place of Residence,Inyo,85 - 89 years,39,06/10/2021
Death,2020,Place of Residence,Inyo,90 - 94 years,23,06/10/2021
Death,2020,Place of Residence,Inyo,95 - 99 years,11,06/10/2021
Death,2020,Place of Residence,Inyo,100 years and over,<11,06/10/2021
Death,2020,Place of Residence,Kern,Less than 1 year,78,06/10/2021
Death,2020,Place of Residence,Kern,1 - 4 years,16,06/10/2021
Death,2020,Place of Residence,Kern,5 - 9 years,14,06/10/2021
Death,2020,Place of Residence,Kern,10 - 14 years,12,06/10/2021
Death,2020,Place of Residence,Kern,15 - 19 years,54,06/10/2021
Death,2020,Place of Residence,Kern,20 - 24 years,115,06/10/2021
Death,2020,Place of Residence,Kern,25 - 29 years,115,06/10/2021
Death,2020,Place of Residence,Kern,30 - 34 years,148,06/10/2021
Death,2020,Place of Residence,Kern,35 - 39 years,148,06/10/2021
Death,2020,Place of Residence,Kern,40 - 44 years,181,06/10/2021
Death,2020,Place of Residence,Kern,45 - 49 years,240,06/10/2021
Death,2020,Place of Residence,Kern,50 - 54 years,355,06/10/2021
Death,2020,Place of Residence,Kern,55 - 59 years,527,06/10/2021
Death,2020,Place of Residence,Kern,60 - 64 years,689,06/10/2021
Death,2020,Place of Residence,Kern,65 - 69 years,797,06/10/2021
Death,2020,Place of Residence,Kern,70 - 74 years,820,06/10/2021
Death,2020,Place of Residence,Kern,75 - 79 years,877,06/10/2021
Death,2020,Place of Residence,Kern,80 - 84 years,856,06/10/2021
Death,2020,Place of Residence,Kern,85 - 89 years,743,06/10/2021
Death,2020,Place of Residence,Kern,90 - 94 years,557,06/10/2021
Death,2020,Place of Residence,Kern,95 - 99 years,233,06/10/2021
Death,2020,Place of Residence,Kern,100 years and over,45,06/10/2021
Death,2020,Place of Residence,Kings,Less than 1 year,11,06/10/2021
Death,2020,Place of Residence,Kings,1 - 4 years,<11,06/10/2021
Death,2020,Place of Residence,Kings,5 - 9 years,<11,06/10/2021
Death,2020,Place of Residence,Kings,10 - 14 years,<11,06/10/2021
Death,2020,Place of Residence,Kings,15 - 19 years,<11,06/10/2021
Death,2020,Place of Residence,Kings,20 - 24 years,<11,06/10/2021
Death,2020,Place of Residence,Kings,25 - 29 years,12,06/10/2021
Death,2020,Place of Residence,Kings,30 - 34 years,12,06/10/2021
Death,2020,Place of Residence,Kings,35 - 39 years,23,06/10/2021
Death,2020,Place of Residence,Kings,40 - 44 years,25,06/10/2021
Death,2020,Place of Residence,Kings,45 - 49 years,29,06/10/2021
Death,2020,Place of Residence,Kings,50 - 54 years,57,06/10/2021
Death,2020,Place of Residence,Kings,55 - 59 years,60,06/10/2021
Death,2020,Place of Residence,Kings,60 - 64 years,86,06/10/2021
Death,2020,Place of Residence,Kings,65 - 69 years,94,06/10/2021
Death,2020,Place of Residence,Kings,70 - 74 years,113,06/10/2021
Death,2020,Place of Residence,Kings,75 - 79 years,138,06/10/2021
Death,2020,Place of Residence,Kings,80 - 84 years,114,06/10/2021
Death,2020,Place of Residence,Kings,85 - 89 years,133,06/10/2021
Death,2020,Place of Residence,Kings,90 - 94 years,89,06/10/2021
Death,2020,Place of Residence,Kings,95 - 99 years,38,06/10/2021
Death,2020,Place of Residence,Kings,100 years and over,11,06/10/2021
Death,2020,Place of Residence,Lake,Less than 1 year,<11,06/10/2021
Death,2020,Place of Residence,Lake,1 - 4 years,0,06/10/2021
Death,2020,Place of Residence,Lake,5 - 9 years,0,06/10/2021
Death,2020,Place of Residence,Lake,10 - 14 years,0,06/10/2021
Death,2020,Place of Residence,Lake,15 - 19 years,<11,06/10/2021
Death,2020,Place of Residence,Lake,20 - 24 years,<11,06/10/2021
Death,2020,Place of Residence,Lake,25 - 29 years,<11,06/10/2021
Death,2020,Place of Residence,Lake,30 - 34 years,<11,06/10/2021
Death,2020,Place of Residence,Lake,35 - 39 years,11,06/10/2021
Death,2020,Place of Residence,Lake,40 - 44 years,22,06/10/2021
Death,2020,Place of Residence,Lake,45 - 49 years,14,06/10/2021
Death,2020,Place of Residence,Lake,50 - 54 years,38,06/10/2021
Death,2020,Place of Residence,Lake,55 - 59 years,56,06/10/2021
Death,2020,Place of Residence,Lake,60 - 64 years,96,06/10/2021
Death,2020,Place of Residence,Lake,65 - 69 years,104,06/10/2021
Death,2020,Place of Residence,Lake,70 - 74 years,104,06/10/2021
Death,2020,Place of Residence,Lake,75 - 79 years,102,06/10/2021
Death,2020,Place of Residence,Lake,80 - 84 years,99,06/10/2021
Death,2020,Place of Residence,Lake,85 - 89 years,93,06/10/2021
Death,2020,Place of Residence,Lake,90 - 94 years,54,06/10/2021
Death,2020,Place of Residence,Lake,95 - 99 years,35,06/10/2021
Death,2020,Place of Residence,Lake,100 years and over,<11,06/10/2021
Death,2020,Place of Residence,Lassen,Less than 1 year,<11,06/10/2021
Death,2020,Place of Residence,Lassen,1 - 4 years,0,06/10/2021
Death,2020,Place of Residence,Lassen,5 - 9 years,0,06/10/2021
Death,2020,Place of Residence,Lassen,10 - 14 years,0,06/10/2021
Death,2020,Place of Residence,Lassen,15 - 19 years,0,06/10/2021
Death,2020,Place of Residence,Lassen,20 - 24 years,<11,06/10/2021
Death,2020,Place of Residence,Lassen,25 - 29 years,<11,06/10/2021
Death,2020,Place of Residence,Lassen,30 - 34 years,<11,06/10/2021
Death,2020,Place of Residence,Lassen,35 - 39 years,<11,06/10/2021
Death,2020,Place of Residence,Lassen,40 - 44 years,<11,06/10/2021
Death,2020,Place of Residence,Lassen,45 - 49 years,<11,06/10/2021
Death,2020,Place of Residence,Lassen,50 - 54 years,<11,06/10/2021
Death,2020,Place of Residence,Lassen,55 - 59 years,<11,06/10/2021
Death,2020,Place of Residence,Lassen,60 - 64 years,22,06/10/2021
Death,2020,Place of Residence,Lassen,65 - 69 years,18,06/10/2021
Death,2020,Place of Residence,Lassen,70 - 74 years,30,06/10/2021
Death,2020,Place of Residence,Lassen,75 - 79 years,26,06/10/2021
Death,2020,Place of Residence,Lassen,80 - 84 years,16,06/10/2021
Death,2020,Place of Residence,Lassen,85 - 89 years,22,06/10/2021
Death,2020,Place of Residence,Lassen,90 - 94 years,15,06/10/2021
Death,2020,Place of Residence,Lassen,95 - 99 years,11,06/10/2021
Death,2020,Place of Residence,Lassen,100 years and over,<11,06/10/2021
Death,2020,Place of Residence,Los Angeles,Less than 1 year,377,06/10/2021
Death,2020,Place of Residence,Los Angeles,1 - 4 years,68,06/10/2021
Death,2020,Place of Residence,Los Angeles,5 - 9 years,40,06/10/2021
Death,2020,Place of Residence,Los Angeles,10 - 14 years,72,06/10/2021
Death,2020,Place of Residence,Los Angeles,15 - 19 years,284,06/10/2021
Death,2020,Place of Residence,Los Angeles,20 - 24 years,607,06/10/2021
Death,2020,Place of Residence,Los Angeles,25 - 29 years,864,06/10/2021
Death,2020,Place of Residence,Los Angeles,30 - 34 years,1051,06/10/2021
Death,2020,Place of Residence,Los Angeles,35 - 39 years,1176,06/10/2021
Death,2020,Place of Residence,Los Angeles,40 - 44 years,1439,06/10/2021
Death,2020,Place of Residence,Los Angeles,45 - 49 years,2118,06/10/2021
Death,2020,Place of Residence,Los Angeles,50 - 54 years,3087,06/10/2021
Death,2020,Place of Residence,Los Angeles,55 - 59 years,4588,06/10/2021
Death,2020,Place of Residence,Los Angeles,60 - 64 years,6068,06/10/2021
Death,2020,Place of Residence,Los Angeles,65 - 69 years,7195,06/10/2021
Death,2020,Place of Residence,Los Angeles,70 - 74 years,7992,06/10/2021
Death,2020,Place of Residence,Los Angeles,75 - 79 years,8422,06/10/2021
Death,2020,Place of Residence,Los Angeles,80 - 84 years,9693,06/10/2021
Death,2020,Place of Residence,Los Angeles,85 - 89 years,10403,06/10/2021
Death,2020,Place of Residence,Los Angeles,90 - 94 years,9338,06/10/2021
Death,2020,Place of Residence,Los Angeles,95 - 99 years,4971,06/10/2021
Death,2020,Place of Residence,Los Angeles,100 years and over,1241,06/10/2021
Death,2020,Place of Residence,Madera,Less than 1 year,<11,06/10/2021
Death,2020,Place of Residence,Madera,1 - 4 years,<11,06/10/2021
Death,2020,Place of Residence,Madera,5 - 9 years,<11,06/10/2021
Death,2020,Place of Residence,Madera,10 - 14 years,<11,06/10/2021
Death,2020,Place of Residence,Madera,15 - 19 years,<11,06/10/2021
Death,2020,Place of Residence,Madera,20 - 24 years,17,06/10/2021
Death,2020,Place of Residence,Madera,25 - 29 years,16,06/10/2021
Death,2020,Place of Residence,Madera,30 - 34 years,18,06/10/2021
Death,2020,Place of Residence,Madera,35 - 39 years,19,06/10/2021
Death,2020,Place of Residence,Madera,40 - 44 years,25,06/10/2021
Death,2020,Place of Residence,Madera,45 - 49 years,49,06/10/2021
Death,2020,Place of Residence,Madera,50 - 54 years,52,06/10/2021
Death,2020,Place of Residence,Madera,55 - 59 years,76,06/10/2021
Death,2020,Place of Residence,Madera,60 - 64 years,106,06/10/2021
Death,2020,Place of Residence,Madera,65 - 69 years,118,06/10/2021
Death,2020,Place of Residence,Madera,70 - 74 years,146,06/10/2021
Death,2020,Place of Residence,Madera,75 - 79 years,167,06/10/2021
Death,2020,Place of Residence,Madera,80 - 84 years,144,06/10/2021
Death,2020,Place of Residence,Madera,85 - 89 years,172,06/10/2021
Death,2020,Place of Residence,Madera,90 - 94 years,112,06/10/2021
Death,2020,Place of Residence,Madera,95 - 99 years,63,06/10/2021
Death,2020,Place of Residence,Madera,100 years and over,<11,06/10/2021
Death,2020,Place of Residence,Marin,Less than 1 year,0,06/10/2021
Death,2020,Place of Residence,Marin,1 - 4 years,0,06/10/2021
Death,2020,Place of Residence,Marin,5 - 9 years,0,06/10/2021
Death,2020,Place of Residence,Marin,10 - 14 years,<11,06/10/2021
Death,2020,Place of Residence,Marin,15 - 19 years,<11,06/10/2021
Death,2020,Place of Residence,Marin,20 - 24 years,<11,06/10/2021
Death,2020,Place of Residence,Marin,25 - 29 years,12,06/10/2021
Death,2020,Place of Residence,Marin,30 - 34 years,16,06/10/2021
Death,2020,Place of Residence,Marin,35 - 39 years,25,06/10/2021
Death,2020,Place of Residence,Marin,40 - 44 years,18,06/10/2021
Death,2020,Place of Residence,Marin,45 - 49 years,31,06/10/2021
Death,2020,Place of Residence,Marin,50 - 54 years,40,06/10/2021
Death,2020,Place of Residence,Marin,55 - 59 years,79,06/10/2021
Death,2020,Place of Residence,Marin,60 - 64 years,92,06/10/2021
Death,2020,Place of Residence,Marin,65 - 69 years,154,06/10/2021
Death,2020,Place of Residence,Marin,70 - 74 years,198,06/10/2021
Death,2020,Place of Residence,Marin,75 - 79 years,254,06/10/2021
Death,2020,Place of Residence,Marin,80 - 84 years,272,06/10/2021
Death,2020,Place of Residence,Marin,85 - 89 years,311,06/10/2021
Death,2020,Place of Residence,Marin,90 - 94 years,333,06/10/2021
Death,2020,Place of Residence,Marin,95 - 99 years,199,06/10/2021
Death,2020,Place of Residence,Marin,100 years and over,50,06/10/2021
Death,2020,Place of Residence,Mariposa,Less than 1 year,0,06/10/2021
Death,2020,Place of Residence,Mariposa,1 - 4 years,0,06/10/2021
Death,2020,Place of Residence,Mariposa,5 - 9 years,0,06/10/2021
Death,2020,Place of Residence,Mariposa,10 - 14 years,0,06/10/2021
Death,2020,Place of Residence,Mariposa,15 - 19 years,0,06/10/2021
Death,2020,Place of Residence,Mariposa,20 - 24 years,<11,06/10/2021
Death,2020,Place of Residence,Mariposa,25 - 29 years,0,06/10/2021
Death,2020,Place of Residence,Mariposa,30 - 34 years,<11,06/10/2021
Death,2020,Place of Residence,Mariposa,35 - 39 years,<11,06/10/2021
Death,2020,Place of Residence,Mariposa,40 - 44 years,<11,06/10/2021
Death,2020,Place of Residence,Mariposa,45 - 49 years,<11,06/10/2021
Death,2020,Place of Residence,Mariposa,50 - 54 years,<11,06/10/2021
Death,2020,Place of Residence,Mariposa,55 - 59 years,<11,06/10/2021
Death,2020,Place of Residence,Mariposa,60 - 64 years,15,06/10/2021
Death,2020,Place of Residence,Mariposa,65 - 69 years,22,06/10/2021
Death,2020,Place of Residence,Mariposa,70 - 74 years,31,06/10/2021
Death,2020,Place of Residence,Mariposa,75 - 79 years,33,06/10/2021
