Type_of_Event,Year_of_Death,Residence_or_Place_of_Death,County_of_Residence,Age,Sex,Total_Deaths,Last_Data_Refresh
Death,2014,Place of Residence,Sacramento,45 - 49 years,Female,109,06/10/2021
Death,2014,Place of Residence,Sacramento,45 - 49 years,Male,172,06/10/2021
Death,2014,Place of Residence,Sacramento,50 - 54 years,Female,178,06/10/2021
Death,2014,Place of Residence,Sacramento,50 - 54 years,Male,310,06/10/2021
Death,2014,Place of Residence,Sacramento,55 - 59 years,Female,258,06/10/2021
Death,2014,Place of Residence,Sacramento,55 - 59 years,Male,455,06/10/2021
Death,2014,Place of Residence,Sacramento,60 - 64 years,Female,332,06/10/2021
Death,2014,Place of Residence,Sacramento,60 - 64 years,Male,509,06/10/2021
Death,2014,Place of Residence,Sacramento,65 - 69 years,Female,364,06/10/2021
Death,2014,Place of Residence,Sacramento,65 - 69 years,Male,535,06/10/2021
Death,2014,Place of Residence,Sacramento,70 - 74 years,Female,409,06/10/2021
Death,2014,Place of Residence,Sacramento,70 - 74 years,Male,511,06/10/2021
Death,2014,Place of Residence,Sacramento,75 - 79 years,Female,579,06/10/2021
Death,2014,Place of Residence,Sacramento,75 - 79 years,Male,524,06/10/2021
Death,2014,Place of Residence,Sacramento,80 - 84 years,Female,714,06/10/2021
Death,2014,Place of Residence,Sacramento,80 - 84 years,Male,699,06/10/2021
Death,2014,Place of Residence,Sacramento,85 - 89 years,Female,891,06/10/2021
Death,2014,Place of Residence,Sacramento,85 - 89 years,Male,618,06/10/2021
Death,2014,Place of Residence,Sacramento,90 - 94 years,Female,834,06/10/2021
Death,2014,Place of Residence,Sacramento,90 - 94 years,Male,515,06/10/2021
Death,2014,Place of Residence,Sacramento,95 - 99 years,Female,354,06/10/2021
Death,2014,Place of Residence,Sacramento,95 - 99 years,Male,151,06/10/2021
Death,2014,Place of Residence,Sacramento,100 years and over,Female,81,06/10/2021
Death,2014,Place of Residence,Sacramento,100 years and over,Male,21,06/10/2021
Death,2014,Place of Residence,San Benito,Less than 1 year,Female,<11,06/10/2021
Death,2014,Place of Residence,San Benito,Less than 1 year,Male,<11,06/10/2021
Death,2014,Place of Residence,San Benito,1 - 4 years,Female,0,06/10/2021
Death,2014,Place of Residence,San Benito,1 - 4 years,Male,0,06/10/2021
Death,2014,Place of Residence,San Benito,5 - 9 years,Female,0,06/10/2021
Death,2014,Place of Residence,San Benito,5 - 9 years,Male,0,06/10/2021
Death,2014,Place of Residence,San Benito,10 - 14 years,Female,0,06/10/2021
Death,2014,Place of Residence,San Benito,10 - 14 years,Male,0,06/10/2021
Death,2014,Place of Residence,San Benito,15 - 19 years,Female,<11,06/10/2021
Death,2014,Place of Residence,San Benito,15 - 19 years,Male,<11,06/10/2021
Death,2014,Place of Residence,San Benito,20 - 24 years,Female,0,06/10/2021
Death,2014,Place of Residence,San Benito,20 - 24 years,Male,<11,06/10/2021
Death,2014,Place of Residence,San Benito,25 - 29 years,Female,0,06/10/2021
Death,2014,Place of Residence,San Benito,25 - 29 years,Male,<11,06/10/2021
Death,2014,Place of Residence,San Benito,30 - 34 years,Female,0,06/10/2021
Death,2014,Place of Residence,San Benito,30 - 34 years,Male,<11,06/10/2021
Death,2014,Place of Residence,San Benito,35 - 39 years,Female,0,06/10/2021
Death,2014,Place of Residence,San Benito,35 - 39 years,Male,<11,06/10/2021
Death,2014,Place of Residence,San Benito,40 - 44 years,Female,<11,06/10/2021
Death,2014,Place of Residence,San Benito,40 - 44 years,Male,<11,06/10/2021
Death,2014,Place of Residence,San Benito,45 - 49 years,Female,<11,06/10/2021
Death,2014,Place of Residence,San Benito,45 - 49 years,Male,<11,06/10/2021
Death,2014,Place of Residence,San Benito,50 - 54 years,Female,<11,06/10/2021
Death,2014,Place of Residence,San Benito,50 - 54 years,Male,<11,06/10/2021
Death,2014,Place of Residence,San Benito,55 - 59 years,Female,<11,06/10/2021
Death,2014,Place of Residence,San Benito,55 - 59 years,Male,19,06/10/2021
Death,2014,Place of Residence,San Benito,60 - 64 years,Female,<11,06/10/2021
Death,2014,Place of Residence,San Benito,60 - 64 years,Male,<11,06/10/2021
Death,2014,Place of Residence,San Benito,65 - 69 years,Female,13,06/10/2021
Death,2014,Place of Residence,San Benito,65 - 69 years,Male,15,06/10/2021
Death,2014,Place of Residence,San Benito,70 - 74 years,Female,<11,06/10/2021
Death,2014,Place of Residence,San Benito,70 - 74 years,Male,12,06/10/2021
Death,2014,Place of Residence,San Benito,75 - 79 years,Female,<11,06/10/2021
Death,2014,Place of Residence,San Benito,75 - 79 years,Male,12,06/10/2021
Death,2014,Place of Residence,San Benito,80 - 84 years,Female,20,06/10/2021
Death,2014,Place of Residence,San Benito,80 - 84 years,Male,18,06/10/2021
Death,2014,Place of Residence,San Benito,85 - 89 years,Female,25,06/10/2021
Death,2014,Place of Residence,San Benito,85 - 89 years,Male,23,06/10/2021
Death,2014,Place of Residence,San Benito,90 - 94 years,Female,21,06/10/2021
Death,2014,Place of Residence,San Benito,90 - 94 years,Male,17,06/10/2021
Death,2014,Place of Residence,San Benito,95 - 99 years,Female,11,06/10/2021
Death,2014,Place of Residence,San Benito,95 - 99 years,Male,<11,06/10/2021
Death,2014,Place of Residence,San Benito,100 years and over,Female,<11,06/10/2021
Death,2014,Place of Residence,San Benito,100 years and over,Male,<11,06/10/2021
Death,2014,Place of Residence,San Bernardino,Less than 1 year,Female,69,06/10/2021
Death,2014,Place of Residence,San Bernardino,Less than 1 year,Male,116,06/10/2021
Death,2014,Place of Residence,San Bernardino,1 - 4 years,Female,11,06/10/2021
Death,2014,Place of Residence,San Bernardino,1 - 4 years,Male,23,06/10/2021
Death,2014,Place of Residence,San Bernardino,5 - 9 years,Female,13,06/10/2021
Death,2014,Place of Residence,San Bernardino,5 - 9 years,Male,12,06/10/2021
Death,2014,Place of Residence,San Bernardino,10 - 14 years,Female,<11,06/10/2021
Death,2014,Place of Residence,San Bernardino,10 - 14 years,Male,13,06/10/2021
Death,2014,Place of Residence,San Bernardino,15 - 19 years,Female,17,06/10/2021
Death,2014,Place of Residence,San Bernardino,15 - 19 years,Male,46,06/10/2021
Death,2014,Place of Residence,San Bernardino,20 - 24 years,Female,38,06/10/2021
Death,2014,Place of Residence,San Bernardino,20 - 24 years,Male,96,06/10/2021
Death,2014,Place of Residence,San Bernardino,25 - 29 years,Female,49,06/10/2021
Death,2014,Place of Residence,San Bernardino,25 - 29 years,Male,98,06/10/2021
Death,2014,Place of Residence,San Bernardino,30 - 34 years,Female,53,06/10/2021
Death,2014,Place of Residence,San Bernardino,30 - 34 years,Male,102,06/10/2021
Death,2014,Place of Residence,San Bernardino,35 - 39 years,Female,76,06/10/2021
Death,2014,Place of Residence,San Bernardino,35 - 39 years,Male,120,06/10/2021
Death,2014,Place of Residence,San Bernardino,40 - 44 years,Female,95,06/10/2021
Death,2014,Place of Residence,San Bernardino,40 - 44 years,Male,165,06/10/2021
Death,2014,Place of Residence,San Bernardino,45 - 49 years,Female,155,06/10/2021
Death,2014,Place of Residence,San Bernardino,45 - 49 years,Male,237,06/10/2021
Death,2014,Place of Residence,San Bernardino,50 - 54 years,Female,284,06/10/2021
Death,2014,Place of Residence,San Bernardino,50 - 54 years,Male,408,06/10/2021
Death,2014,Place of Residence,San Bernardino,55 - 59 years,Female,368,06/10/2021
Death,2014,Place of Residence,San Bernardino,55 - 59 years,Male,586,06/10/2021
Death,2014,Place of Residence,San Bernardino,60 - 64 years,Female,442,06/10/2021
Death,2014,Place of Residence,San Bernardino,60 - 64 years,Male,695,06/10/2021
Death,2014,Place of Residence,San Bernardino,65 - 69 years,Female,522,06/10/2021
Death,2014,Place of Residence,San Bernardino,65 - 69 years,Male,733,06/10/2021
Death,2014,Place of Residence,San Bernardino,70 - 74 years,Female,525,06/10/2021
Death,2014,Place of Residence,San Bernardino,70 - 74 years,Male,709,06/10/2021
Death,2014,Place of Residence,San Bernardino,75 - 79 years,Female,648,06/10/2021
Death,2014,Place of Residence,San Bernardino,75 - 79 years,Male,699,06/10/2021
Death,2014,Place of Residence,San Bernardino,80 - 84 years,Female,781,06/10/2021
Death,2014,Place of Residence,San Bernardino,80 - 84 years,Male,776,06/10/2021
Death,2014,Place of Residence,San Bernardino,85 - 89 years,Female,919,06/10/2021
Death,2014,Place of Residence,San Bernardino,85 - 89 years,Male,645,06/10/2021
Death,2014,Place of Residence,San Bernardino,90 - 94 years,Female,680,06/10/2021
Death,2014,Place of Residence,San Bernardino,90 - 94 years,Male,416,06/10/2021
Death,2014,Place of Residence,San Bernardino,95 - 99 years,Female,298,06/10/2021
Death,2014,Place of Residence,San Bernardino,95 - 99 years,Male,112,06/10/2021
Death,2014,Place of Residence,San Bernardino,100 years and over,Female,73,06/10/2021
Death,2014,Place of Residence,San Bernardino,100 years and over,Male,11,06/10/2021
Death,2014,Place of Residence,San Diego,Less than 1 year,Female,73,06/10/2021
Death,2014,Place of Residence,San Diego,Less than 1 year,Male,96,06/10/2021
Death,2014,Place of Residence,San Diego,1 - 4 years,Female,12,06/10/2021
Death,2014,Place of Residence,San Diego,1 - 4 years,Male,15,06/10/2021
Death,2014,Place of Residence,San Diego,5 - 9 years,Female,12,06/10/2021
Death,2014,Place of Residence,San Diego,5 - 9 years,Male,<11,06/10/2021
Death,2014,Place of Residence,San Diego,10 - 14 years,Female,<11,06/10/2021
Death,2014,Place of Residence,San Diego,10 - 14 years,Male,<11,06/10/2021
Death,2014,Place of Residence,San Diego,15 - 19 years,Female,13,06/10/2021
Death,2014,Place of Residence,San Diego,15 - 19 years,Male,33,06/10/2021
Death,2014,Place of Residence,San Diego,20 - 24 years,Female,33,06/10/2021
Death,2014,Place of Residence,San Diego,20 - 24 years,Male,117,06/10/2021
Death,2014,Place of Residence,San Diego,25 - 29 years,Female,51,06/10/2021
Death,2014,Place of Residence,San Diego,25 - 29 years,Male,124,06/10/2021
Death,2014,Place of Residence,San Diego,30 - 34 years,Female,51,06/10/2021
Death,2014,Place of Residence,San Diego,30 - 34 years,Male,115,06/10/2021
Death,2014,Place of Residence,San Diego,35 - 39 years,Female,70,06/10/2021
Death,2014,Place of Residence,San Diego,35 - 39 years,Male,127,06/10/2021
Death,2014,Place of Residence,San Diego,40 - 44 years,Female,111,06/10/2021
Death,2014,Place of Residence,San Diego,40 - 44 years,Male,184,06/10/2021
Death,2014,Place of Residence,San Diego,45 - 49 years,Female,190,06/10/2021
Death,2014,Place of Residence,San Diego,45 - 49 years,Male,288,06/10/2021
Death,2014,Place of Residence,San Diego,50 - 54 years,Female,274,06/10/2021
Death,2014,Place of Residence,San Diego,50 - 54 years,Male,508,06/10/2021
Death,2014,Place of Residence,San Diego,55 - 59 years,Female,404,06/10/2021
Death,2014,Place of Residence,San Diego,55 - 59 years,Male,685,06/10/2021
Death,2014,Place of Residence,San Diego,60 - 64 years,Female,519,06/10/2021
Death,2014,Place of Residence,San Diego,60 - 64 years,Male,796,06/10/2021
Death,2014,Place of Residence,San Diego,65 - 69 years,Female,600,06/10/2021
Death,2014,Place of Residence,San Diego,65 - 69 years,Male,877,06/10/2021
Death,2014,Place of Residence,San Diego,70 - 74 years,Female,670,06/10/2021
Death,2014,Place of Residence,San Diego,70 - 74 years,Male,936,06/10/2021
Death,2014,Place of Residence,San Diego,75 - 79 years,Female,921,06/10/2021
Death,2014,Place of Residence,San Diego,75 - 79 years,Male,1056,06/10/2021
Death,2014,Place of Residence,San Diego,80 - 84 years,Female,1319,06/10/2021
Death,2014,Place of Residence,San Diego,80 - 84 years,Male,1344,06/10/2021
Death,2014,Place of Residence,San Diego,85 - 89 years,Female,1739,06/10/2021
Death,2014,Place of Residence,San Diego,85 - 89 years,Male,1416,06/10/2021
Death,2014,Place of Residence,San Diego,90 - 94 years,Female,1679,06/10/2021
Death,2014,Place of Residence,San Diego,90 - 94 years,Male,1143,06/10/2021
Death,2014,Place of Residence,San Diego,95 - 99 years,Female,745,06/10/2021
Death,2014,Place of Residence,San Diego,95 - 99 years,Male,374,06/10/2021
Death,2014,Place of Residence,San Diego,100 years and over,Female,187,06/10/2021
Death,2014,Place of Residence,San Diego,100 years and over,Male,48,06/10/2021
Death,2014,Place of Residence,San Francisco,Less than 1 year,Female,<11,06/10/2021
Death,2014,Place of Residence,San Francisco,Less than 1 year,Male,17,06/10/2021
Death,2014,Place of Residence,San Francisco,1 - 4 years,Female,<11,06/10/2021
Death,2014,Place of Residence,San Francisco,1 - 4 years,Male,<11,06/10/2021
Death,2014,Place of Residence,San Francisco,5 - 9 years,Female,0,06/10/2021
Death,2014,Place of Residence,San Francisco,5 - 9 years,Male,<11,06/10/2021
Death,2014,Place of Residence,San Francisco,10 - 14 years,Female,<11,06/10/2021
Death,2014,Place of Residence,San Francisco,10 - 14 years,Male,<11,06/10/2021
Death,2014,Place of Residence,San Francisco,15 - 19 years,Female,<11,06/10/2021
Death,2014,Place of Residence,San Francisco,15 - 19 years,Male,<11,06/10/2021
Death,2014,Place of Residence,San Francisco,20 - 24 years,Female,<11,06/10/2021
Death,2014,Place of Residence,San Francisco,20 - 24 years,Male,24,06/10/2021
Death,2014,Place of Residence,San Francisco,25 - 29 years,Female,<11,06/10/2021
Death,2014,Place of Residence,San Francisco,25 - 29 years,Male,29,06/10/2021
Death,2014,Place of Residence,San Francisco,30 - 34 years,Female,15,06/10/2021
Death,2014,Place of Residence,San Francisco,30 - 34 years,Male,37,06/10/2021
Death,2014,Place of Residence,San Francisco,35 - 39 years,Female,17,06/10/2021
Death,2014,Place of Residence,San Francisco,35 - 39 years,Male,33,06/10/2021
Death,2014,Place of Residence,San Francisco,40 - 44 years,Female,33,06/10/2021
Death,2014,Place of Residence,San Francisco,40 - 44 years,Male,61,06/10/2021
Death,2014,Place of Residence,San Francisco,45 - 49 years,Female,34,06/10/2021
Death,2014,Place of Residence,San Francisco,45 - 49 years,Male,115,06/10/2021
Death,2014,Place of Residence,San Francisco,50 - 54 years,Female,66,06/10/2021
Death,2014,Place of Residence,San Francisco,50 - 54 years,Male,148,06/10/2021
Death,2014,Place of Residence,San Francisco,55 - 59 years,Female,99,06/10/2021
Death,2014,Place of Residence,San Francisco,55 - 59 years,Male,197,06/10/2021
Death,2014,Place of Residence,San Francisco,60 - 64 years,Female,151,06/10/2021
Death,2014,Place of Residence,San Francisco,60 - 64 years,Male,279,06/10/2021
Death,2014,Place of Residence,San Francisco,65 - 69 years,Female,158,06/10/2021
Death,2014,Place of Residence,San Francisco,65 - 69 years,Male,264,06/10/2021
Death,2014,Place of Residence,San Francisco,70 - 74 years,Female,165,06/10/2021
Death,2014,Place of Residence,San Francisco,70 - 74 years,Male,245,06/10/2021
Death,2014,Place of Residence,San Francisco,75 - 79 years,Female,189,06/10/2021
Death,2014,Place of Residence,San Francisco,75 - 79 years,Male,291,06/10/2021
Death,2014,Place of Residence,San Francisco,80 - 84 years,Female,305,06/10/2021
Death,2014,Place of Residence,San Francisco,80 - 84 years,Male,341,06/10/2021
Death,2014,Place of Residence,San Francisco,85 - 89 years,Female,495,06/10/2021
Death,2014,Place of Residence,San Francisco,85 - 89 years,Male,373,06/10/2021
Death,2014,Place of Residence,San Francisco,90 - 94 years,Female,439,06/10/2021
Death,2014,Place of Residence,San Francisco,90 - 94 years,Male,290,06/10/2021
Death,2014,Place of Residence,San Francisco,95 - 99 years,Female,243,06/10/2021
Death,2014,Place of Residence,San Francisco,95 - 99 years,Male,103,06/10/2021
Death,2014,Place of Residence,San Francisco,100 years and over,Female,84,06/10/2021
Death,2014,Place of Residence,San Francisco,100 years and over,Male,20,06/10/2021
Death,2014,Place of Residence,San Joaquin,Less than 1 year,Female,31,06/10/2021
Death,2014,Place of Residence,San Joaquin,Less than 1 year,Male,29,06/10/2021
Death,2014,Place of Residence,San Joaquin,1 - 4 years,Female,<11,06/10/2021
Death,2014,Place of Residence,San Joaquin,1 - 4 years,Male,<11,06/10/2021
Death,2014,Place of Residence,San Joaquin,5 - 9 years,Female,<11,06/10/2021
Death,2014,Place of Residence,San Joaquin,5 - 9 years,Male,<11,06/10/2021
Death,2014,Place of Residence,San Joaquin,10 - 14 years,Female,<11,06/10/2021
Death,2014,Place of Residence,San Joaquin,10 - 14 years,Male,<11,06/10/2021
Death,2014,Place of Residence,San Joaquin,15 - 19 years,Female,<11,06/10/2021
Death,2014,Place of Residence,San Joaquin,15 - 19 years,Male,30,06/10/2021
Death,2014,Place of Residence,San Joaquin,20 - 24 years,Female,<11,06/10/2021
Death,2014,Place of Residence,San Joaquin,20 - 24 years,Male,41,06/10/2021
Death,2014,Place of Residence,San Joaquin,25 - 29 years,Female,14,06/10/2021
Death,2014,Place of Residence,San Joaquin,25 - 29 years,Male,43,06/10/2021
Death,2014,Place of Residence,San Joaquin,30 - 34 years,Female,26,06/10/2021
Death,2014,Place of Residence,San Joaquin,30 - 34 years,Male,33,06/10/2021
Death,2014,Place of Residence,San Joaquin,35 - 39 years,Female,28,06/10/2021
Death,2014,Place of Residence,San Joaquin,35 - 39 years,Male,34,06/10/2021
Death,2014,Place of Residence,San Joaquin,40 - 44 years,Female,30,06/10/2021
Death,2014,Place of Residence,San Joaquin,40 - 44 years,Male,65,06/10/2021
Death,2014,Place of Residence,San Joaquin,45 - 49 years,Female,62,06/10/2021
Death,2014,Place of Residence,San Joaquin,45 - 49 years,Male,111,06/10/2021
Death,2014,Place of Residence,San Joaquin,50 - 54 years,Female,94,06/10/2021
Death,2014,Place of Residence,San Joaquin,50 - 54 years,Male,172,06/10/2021
Death,2014,Place of Residence,San Joaquin,55 - 59 years,Female,150,06/10/2021
Death,2014,Place of Residence,San Joaquin,55 - 59 years,Male,216,06/10/2021
Death,2014,Place of Residence,San Joaquin,60 - 64 years,Female,172,06/10/2021
Death,2014,Place of Residence,San Joaquin,60 - 64 years,Male,240,06/10/2021
Death,2014,Place of Residence,San Joaquin,65 - 69 years,Female,187,06/10/2021
Death,2014,Place of Residence,San Joaquin,65 - 69 years,Male,252,06/10/2021
Death,2014,Place of Residence,San Joaquin,70 - 74 years,Female,227,06/10/2021
Death,2014,Place of Residence,San Joaquin,70 - 74 years,Male,254,06/10/2021
Death,2014,Place of Residence,San Joaquin,75 - 79 years,Female,247,06/10/2021
Death,2014,Place of Residence,San Joaquin,75 - 79 years,Male,304,06/10/2021
Death,2014,Place of Residence,San Joaquin,80 - 84 years,Female,300,06/10/2021
Death,2014,Place of Residence,San Joaquin,80 - 84 years,Male,281,06/10/2021
Death,2014,Place of Residence,San Joaquin,85 - 89 years,Female,390,06/10/2021
Death,2014,Place of Residence,San Joaquin,85 - 89 years,Male,303,06/10/2021
Death,2014,Place of Residence,San Joaquin,90 - 94 years,Female,353,06/10/2021
Death,2014,Place of Residence,San Joaquin,90 - 94 years,Male,231,06/10/2021
Death,2014,Place of Residence,San Joaquin,95 - 99 years,Female,147,06/10/2021
