Year_of_Death,County_of_Residence,Age,age_cat,bachelors_degree,graduate_degree,high_school_or_GED,less_than_high_school,some_college_credit,edu_unknown,asian,black_african_american,hispanic,multi_race,native_american,other_unknown,pi_native_hawaiian,white,foreign_born,united_states,immigration_unknown,divorced,married,never_married,marital_unknown,widowed,female,male,veteran_no,veteran_unknown,veteran_yes,Description,urban,rural,suburban
2017,Merced,55 - 59 years,13,10,10,48,31,29,10,6,6,31,6,6,6,6,69,28,87,6,33,56,21,0,6,45,72,105,0,12,suburban,0,0,1
2017,Merced,60 - 64 years,14,10,10,52,38,35,10,6,11,49,6,0,0,0,66,32,102,6,30,67,22,6,15,53,82,115,6,19,suburban,0,0,1
2017,Merced,65 - 69 years,15,10,15,64,42,52,10,6,17,47,6,6,0,6,116,39,146,6,46,91,20,6,29,86,102,153,6,34,suburban,0,0,1
2017,Merced,70 - 74 years,16,10,17,61,49,40,10,13,6,43,0,6,0,0,114,40,137,0,32,100,6,6,35,79,98,131,6,44,suburban,0,0,1
2017,Merced,75 - 79 years,17,12,10,66,68,44,10,13,6,47,0,6,0,6,134,48,152,6,34,92,6,6,66,100,101,167,0,34,suburban,0,0,1
2017,Merced,80 - 84 years,18,19,12,64,84,32,10,6,13,55,6,0,0,0,138,44,171,6,21,102,12,6,80,101,115,161,6,53,suburban,0,0,1
2017,Merced,85 - 89 years,19,20,10,63,94,41,10,6,11,70,0,0,6,0,134,57,168,6,17,78,6,0,124,131,95,176,0,50,suburban,0,0,1
2017,Merced,90 - 94 years,20,10,10,69,75,18,10,6,6,42,6,6,0,6,121,42,137,0,6,36,6,0,130,117,62,145,0,34,suburban,0,0,1
2017,Merced,95 - 99 years,21,10,0,19,34,10,0,6,6,11,0,0,0,0,48,18,50,0,6,13,6,0,52,42,26,54,0,14,suburban,0,0,1
2017,Merced,100 years and over,22,10,0,10,10,10,10,6,6,6,0,0,0,0,13,6,13,0,6,0,6,0,18,16,6,20,0,6,suburban,0,0,1
2017,Modoc,Less than 1 year,1,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,0,6,0,6,0,0,rural,0,1,0
2017,Modoc,1 - 4 years,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Modoc,5 - 9 years,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Modoc,10 - 14 years,4,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2017,Modoc,15 - 19 years,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Modoc,20 - 24 years,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Modoc,25 - 29 years,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Modoc,30 - 34 years,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Modoc,35 - 39 years,9,0,0,10,0,0,0,0,0,0,0,6,0,0,6,0,6,0,6,0,6,0,0,0,6,6,0,0,rural,0,1,0
2017,Modoc,40 - 44 years,10,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,6,6,0,0,6,6,6,0,0,rural,0,1,0
2017,Modoc,45 - 49 years,11,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,0,0,6,0,6,0,0,rural,0,1,0
2017,Modoc,50 - 54 years,12,10,0,0,10,0,10,0,0,0,0,0,0,0,6,0,6,0,6,6,6,0,0,6,6,6,0,0,rural,0,1,0
2017,Modoc,55 - 59 years,13,10,10,10,0,0,0,0,0,6,0,0,0,0,6,0,6,0,0,6,6,0,0,6,6,6,0,0,rural,0,1,0
2017,Modoc,60 - 64 years,14,0,10,10,10,10,0,6,0,0,0,6,0,0,6,6,6,0,6,6,6,0,6,6,6,6,0,0,rural,0,1,0
2017,Modoc,65 - 69 years,15,0,0,10,10,10,10,0,0,0,0,0,0,0,13,0,13,0,6,6,6,0,6,6,6,11,0,6,rural,0,1,0
2017,Modoc,70 - 74 years,16,10,0,10,10,10,0,0,0,0,0,0,0,0,14,0,14,0,6,6,6,0,6,6,6,6,0,6,rural,0,1,0
2017,Modoc,75 - 79 years,17,0,0,10,0,10,0,0,0,0,0,0,0,0,11,0,11,0,6,6,6,0,6,6,6,6,0,6,rural,0,1,0
2017,Modoc,80 - 84 years,18,10,10,10,10,10,0,0,0,6,0,6,0,0,6,6,6,0,6,6,0,0,6,6,6,6,0,6,rural,0,1,0
2017,Modoc,85 - 89 years,19,10,0,10,10,10,0,0,0,6,0,6,0,0,16,6,17,0,6,6,0,0,6,6,6,12,0,6,rural,0,1,0
2017,Modoc,90 - 94 years,20,10,0,10,10,10,0,0,0,6,0,0,0,0,13,0,14,0,0,6,0,0,6,6,6,6,0,6,rural,0,1,0
2017,Modoc,95 - 99 years,21,0,0,10,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,6,6,0,6,0,0,rural,0,1,0
2017,Modoc,100 years and over,22,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,6,0,0,6,rural,0,1,0
2017,Mono,Less than 1 year,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Mono,1 - 4 years,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Mono,5 - 9 years,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Mono,10 - 14 years,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Mono,15 - 19 years,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Mono,20 - 24 years,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Mono,25 - 29 years,7,0,0,10,0,0,0,0,6,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,6,rural,0,1,0
2017,Mono,30 - 34 years,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Mono,35 - 39 years,9,0,0,0,10,0,0,0,0,6,0,0,0,0,6,6,6,0,0,6,6,0,0,6,0,6,0,0,rural,0,1,0
2017,Mono,40 - 44 years,10,0,0,0,10,10,0,0,0,0,0,0,0,0,6,0,6,0,0,6,6,6,0,6,6,6,0,0,rural,0,1,0
2017,Mono,45 - 49 years,11,0,10,10,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,0,0,6,6,6,0,0,rural,0,1,0
2017,Mono,50 - 54 years,12,0,0,10,0,10,0,0,0,6,0,0,0,0,6,6,6,0,0,6,6,0,0,6,6,6,0,0,rural,0,1,0
2017,Mono,55 - 59 years,13,0,0,10,10,10,0,0,0,6,0,0,0,0,6,6,6,0,6,6,0,0,0,6,6,6,0,0,rural,0,1,0
2017,Mono,60 - 64 years,14,10,0,10,10,10,10,0,0,6,0,0,0,0,6,6,6,0,6,6,6,6,6,6,6,6,6,6,rural,0,1,0
2017,Mono,65 - 69 years,15,10,0,10,10,10,0,0,0,6,0,6,0,0,6,6,6,0,6,6,6,0,0,6,6,6,0,0,rural,0,1,0
2017,Mono,70 - 74 years,16,0,10,10,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,6,0,0,6,6,6,6,0,6,rural,0,1,0
2017,Mono,75 - 79 years,17,0,10,10,10,10,0,0,0,6,0,6,0,0,6,0,6,0,0,6,6,0,6,6,6,6,0,6,rural,0,1,0
2017,Mono,80 - 84 years,18,10,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,6,0,0,0,6,6,6,0,6,rural,0,1,0
2017,Mono,85 - 89 years,19,0,0,10,10,10,0,0,0,0,0,6,0,0,6,0,6,0,0,6,6,0,6,0,6,0,0,6,rural,0,1,0
2017,Mono,90 - 94 years,20,0,0,10,10,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,0,0,6,6,6,6,0,6,rural,0,1,0
2017,Mono,95 - 99 years,21,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,6,6,0,6,0,0,rural,0,1,0
2017,Mono,100 years and over,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Monterey,Less than 1 year,1,0,0,0,25,0,0,0,0,22,0,0,0,6,6,0,25,0,0,0,25,0,0,14,6,25,0,0,suburban,0,0,1
2017,Monterey,1 - 4 years,2,0,0,0,10,0,0,6,0,6,0,0,0,6,0,6,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2017,Monterey,5 - 9 years,3,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2017,Monterey,10 - 14 years,4,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2017,Monterey,15 - 19 years,5,0,0,10,10,0,0,0,0,11,0,0,0,0,0,6,6,0,0,0,11,0,0,6,6,11,0,0,suburban,0,0,1
2017,Monterey,20 - 24 years,6,10,0,10,10,13,0,6,0,21,0,0,0,0,6,6,20,0,0,6,23,0,0,6,17,23,0,6,suburban,0,0,1
2017,Monterey,25 - 29 years,7,0,10,11,13,10,0,0,6,25,0,0,0,0,6,6,28,0,6,6,25,0,0,6,26,33,0,0,suburban,0,0,1
2017,Monterey,30 - 34 years,8,10,0,11,10,10,0,6,0,19,0,0,0,6,6,6,18,0,6,6,19,0,6,6,19,27,0,6,suburban,0,0,1
2017,Monterey,35 - 39 years,9,10,0,10,19,10,0,6,6,21,0,6,0,0,6,18,19,0,6,6,25,0,0,6,29,33,6,6,suburban,0,0,1
2017,Monterey,40 - 44 years,10,10,0,14,14,10,10,0,0,27,6,0,0,0,6,20,18,0,6,14,14,0,6,18,20,38,0,0,suburban,0,0,1
2017,Monterey,45 - 49 years,11,10,10,17,21,11,10,6,6,30,0,0,0,0,24,26,32,0,13,25,18,6,0,21,37,55,6,6,suburban,0,0,1
2017,Monterey,50 - 54 years,12,10,10,32,29,23,10,6,6,44,6,0,6,0,42,32,67,6,18,44,29,6,6,39,62,92,6,6,suburban,0,0,1
2017,Monterey,55 - 59 years,13,11,10,54,34,27,10,11,6,54,6,6,0,6,66,46,93,0,35,65,31,6,6,55,84,129,6,6,suburban,0,0,1
2017,Monterey,60 - 64 years,14,23,10,63,34,45,10,6,6,42,6,6,0,6,99,47,125,0,41,71,43,6,15,69,103,147,6,24,suburban,0,0,1
2017,Monterey,65 - 69 years,15,24,17,65,42,59,10,12,6,53,6,6,0,6,129,55,152,6,54,90,31,6,32,78,130,171,6,36,suburban,0,0,1
2017,Monterey,70 - 74 years,16,49,33,66,51,65,10,17,6,63,6,6,6,0,179,74,192,6,62,129,25,6,48,127,143,208,6,54,suburban,0,0,1
2017,Monterey,75 - 79 years,17,44,34,70,56,57,10,17,6,60,6,0,0,0,179,76,187,6,51,134,11,6,65,120,144,195,6,65,suburban,0,0,1
2017,Monterey,80 - 84 years,18,50,34,72,70,54,10,21,12,55,0,0,0,6,193,83,199,6,47,121,13,0,102,158,125,204,6,77,suburban,0,0,1
2017,Monterey,85 - 89 years,19,72,36,101,93,75,10,38,14,81,6,0,6,6,248,118,265,6,47,137,11,6,188,202,183,267,6,116,suburban,0,0,1
2017,Monterey,90 - 94 years,20,58,35,110,75,62,10,33,6,48,0,0,0,0,261,87,258,6,26,85,11,0,224,214,132,247,6,98,suburban,0,0,1
2017,Monterey,95 - 99 years,21,32,24,45,34,31,0,13,6,23,0,6,0,0,125,35,129,6,6,20,6,0,131,107,59,115,0,51,suburban,0,0,1
2017,Monterey,100 years and over,22,10,10,15,10,10,10,6,0,6,0,0,0,0,31,12,27,6,6,6,0,0,35,29,11,35,0,6,suburban,0,0,1
2017,Napa,Less than 1 year,1,0,0,0,10,0,0,6,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2017,Napa,1 - 4 years,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suburban,0,0,1
2017,Napa,5 - 9 years,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suburban,0,0,1
2017,Napa,10 - 14 years,4,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2017,Napa,15 - 19 years,5,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,0,6,0,0,suburban,0,0,1
2017,Napa,20 - 24 years,6,0,0,10,0,10,0,6,0,6,0,0,0,0,6,0,6,0,0,6,6,0,0,6,6,6,0,6,suburban,0,0,1
2017,Napa,25 - 29 years,7,10,0,10,10,10,0,0,0,6,0,0,0,0,6,6,6,0,0,6,6,0,0,6,6,6,0,0,suburban,0,0,1
2017,Napa,30 - 34 years,8,0,0,10,10,10,0,0,0,6,0,0,0,0,0,6,6,0,0,6,6,0,0,6,6,6,0,0,suburban,0,0,1
2017,Napa,35 - 39 years,9,0,0,10,10,10,0,6,0,6,0,0,0,0,6,0,6,0,0,6,6,0,0,6,6,6,0,0,suburban,0,0,1
2017,Napa,40 - 44 years,10,10,0,10,0,10,0,0,0,6,0,0,0,0,6,6,6,0,6,6,6,0,0,6,6,6,6,0,suburban,0,0,1
2017,Napa,45 - 49 years,11,10,10,10,10,10,0,6,0,6,0,0,0,0,6,6,6,0,6,6,6,0,0,6,11,12,0,0,suburban,0,0,1
2017,Napa,50 - 54 years,12,10,10,11,10,10,10,6,6,6,0,0,6,6,22,6,27,6,6,14,11,6,0,11,24,32,6,6,suburban,0,0,1
2017,Napa,55 - 59 years,13,10,10,25,10,14,10,0,6,6,6,6,0,0,42,6,43,0,17,22,12,0,6,24,28,48,0,6,suburban,0,0,1
2017,Napa,60 - 64 years,14,10,10,31,11,20,10,6,0,6,6,6,0,0,61,13,60,6,23,32,12,6,6,31,43,63,6,6,suburban,0,0,1
2017,Napa,65 - 69 years,15,15,10,27,10,24,10,6,6,11,0,0,0,6,67,13,72,6,29,41,6,6,6,28,58,66,6,18,suburban,0,0,1
2017,Napa,70 - 74 years,16,20,10,35,12,38,10,6,6,6,0,0,0,0,97,21,95,6,43,45,12,6,17,62,57,91,6,26,suburban,0,0,1
2017,Napa,75 - 79 years,17,19,19,41,18,34,10,11,6,11,6,0,0,0,103,25,106,6,32,53,13,0,34,52,80,86,6,43,suburban,0,0,1
2017,Napa,80 - 84 years,18,27,15,70,19,41,10,6,6,20,0,0,0,0,143,33,140,0,29,74,6,0,65,90,83,117,0,56,suburban,0,0,1
2017,Napa,85 - 89 years,19,32,23,90,22,66,0,6,6,6,0,0,0,0,214,26,207,0,33,70,6,0,121,125,108,154,0,79,suburban,0,0,1
2017,Napa,90 - 94 years,20,27,19,85,22,48,10,6,6,14,0,6,0,0,180,23,179,6,28,36,6,0,136,113,90,116,0,87,suburban,0,0,1
2017,Napa,95 - 99 years,21,25,10,53,11,22,0,6,0,6,6,0,0,0,107,13,108,0,6,18,6,0,96,73,48,75,6,45,suburban,0,0,1
2017,Napa,100 years and over,22,10,0,10,10,10,0,0,0,0,0,0,0,0,20,0,20,0,6,6,0,0,17,17,6,15,0,6,suburban,0,0,1
2017,Nevada,Less than 1 year,1,0,0,0,10,0,0,0,0,6,0,0,6,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2017,Nevada,1 - 4 years,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Nevada,5 - 9 years,3,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2017,Nevada,10 - 14 years,4,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,0,6,0,0,rural,0,1,0
2017,Nevada,15 - 19 years,5,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2017,Nevada,20 - 24 years,6,0,0,10,0,10,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2017,Nevada,25 - 29 years,7,10,0,10,0,10,0,0,0,6,6,0,0,0,6,6,6,0,0,0,6,0,0,6,6,6,6,0,rural,0,1,0
2017,Nevada,30 - 34 years,8,10,0,10,10,10,10,0,0,6,0,0,0,0,6,6,6,0,0,6,6,6,6,6,6,6,6,0,rural,0,1,0
2017,Nevada,35 - 39 years,9,0,0,10,0,10,0,0,0,6,0,0,0,0,6,0,6,0,0,6,6,0,0,6,6,6,0,0,rural,0,1,0
2017,Nevada,40 - 44 years,10,10,0,10,10,10,0,0,0,6,0,0,0,0,15,0,16,0,6,6,6,0,0,6,13,13,0,6,rural,0,1,0
2017,Nevada,45 - 49 years,11,10,10,10,10,10,0,6,0,6,0,0,0,0,12,0,16,0,6,6,6,0,0,6,6,16,0,0,rural,0,1,0
2017,Nevada,50 - 54 years,12,10,10,10,10,10,10,0,6,6,0,6,0,0,24,6,26,0,6,6,11,0,0,13,15,24,6,6,rural,0,1,0
2017,Nevada,55 - 59 years,13,10,10,21,10,10,10,0,0,0,0,0,0,0,42,6,37,6,11,23,6,6,0,11,31,38,0,6,rural,0,1,0
2017,Nevada,60 - 64 years,14,10,10,31,10,25,0,6,0,6,6,0,0,0,66,6,66,0,21,38,6,6,6,30,42,65,0,6,rural,0,1,0
2017,Nevada,65 - 69 years,15,22,10,25,10,42,10,6,0,6,6,6,0,6,96,6,96,6,33,54,6,6,6,42,62,82,6,21,rural,0,1,0
2017,Nevada,70 - 74 years,16,29,10,46,10,33,10,6,0,6,6,6,6,0,111,6,112,6,35,65,6,6,6,58,63,87,6,33,rural,0,1,0
2017,Nevada,75 - 79 years,17,18,13,46,10,36,10,0,0,6,6,6,6,6,116,6,114,6,20,70,6,0,30,53,71,80,0,44,rural,0,1,0
2017,Nevada,80 - 84 years,18,17,12,44,11,42,10,0,0,6,6,6,0,0,120,6,117,6,20,63,6,0,41,59,68,78,0,49,rural,0,1,0
2017,Nevada,85 - 89 years,19,30,18,52,12,54,10,6,0,6,0,0,0,0,162,6,159,0,23,66,6,0,77,87,80,102,0,65,rural,0,1,0
2017,Nevada,90 - 94 years,20,23,16,66,12,43,10,6,0,6,0,6,0,0,154,18,141,6,16,38,6,0,104,104,57,104,6,55,rural,0,1,0
2017,Nevada,95 - 99 years,21,12,10,37,10,23,10,6,0,0,6,0,0,0,77,6,73,6,6,15,6,0,64,51,30,53,6,27,rural,0,1,0
2017,Nevada,100 years and over,22,10,10,10,10,10,0,0,0,0,0,0,0,0,17,0,16,6,6,0,6,0,13,14,6,14,0,6,rural,0,1,0
2017,Orange,Less than 1 year,1,0,0,0,119,0,10,16,6,67,6,0,0,0,30,6,120,0,0,0,121,0,0,44,77,120,6,0,urban,1,0,0
2017,Orange,1 - 4 years,2,0,0,0,22,0,0,6,0,6,6,0,0,0,11,6,21,0,0,0,22,0,0,6,17,22,0,0,urban,1,0,0
2017,Orange,5 - 9 years,3,0,0,0,22,0,0,6,6,6,6,0,0,0,6,6,20,0,0,0,22,0,0,6,12,22,0,0,urban,1,0,0
2017,Orange,10 - 14 years,4,0,0,0,13,0,0,6,0,6,6,0,0,0,6,0,13,0,0,0,13,0,0,6,6,13,0,0,urban,1,0,0
2017,Orange,15 - 19 years,5,0,0,18,35,11,10,6,0,33,6,0,0,0,22,6,56,0,0,0,65,0,0,20,45,65,0,0,urban,1,0,0
2017,Orange,20 - 24 years,6,16,10,56,16,50,10,11,6,69,6,0,0,6,54,20,121,0,6,6,135,0,0,32,109,139,0,6,urban,1,0,0
2017,Orange,25 - 29 years,7,30,10,61,32,62,10,16,6,70,6,6,6,0,89,24,163,6,6,18,162,6,0,46,142,178,6,6,urban,1,0,0
2017,Orange,30 - 34 years,8,19,10,61,30,56,0,25,6,62,6,0,0,6,78,49,124,6,6,50,115,0,0,44,130,168,6,6,urban,1,0,0
2017,Orange,35 - 39 years,9,26,13,84,36,54,10,29,6,75,6,0,6,6,95,60,154,6,28,68,116,6,6,74,141,206,6,6,urban,1,0,0
2017,Orange,40 - 44 years,10,51,21,76,53,66,10,53,6,91,6,0,6,6,107,116,150,6,54,108,105,6,6,98,173,258,6,6,urban,1,0,0
2017,Orange,45 - 49 years,11,65,36,129,62,107,10,60,6,131,6,6,6,6,191,151,249,6,79,175,140,6,6,162,242,386,6,14,urban,1,0,0
2017,Orange,50 - 54 years,12,119,52,196,116,148,27,94,18,183,6,6,6,6,349,236,404,18,145,294,191,6,20,235,423,609,17,32,urban,1,0,0
2017,Orange,55 - 59 years,13,138,62,299,171,225,29,108,24,246,6,6,6,6,519,288,603,33,207,440,219,18,40,334,590,851,25,48,urban,1,0,0
2017,Orange,60 - 64 years,14,203,92,371,163,348,46,182,29,250,17,6,6,6,733,368,813,42,312,590,227,21,73,466,757,1096,35,92,urban,1,0,0
2017,Orange,65 - 69 years,15,269,168,406,175,418,49,229,36,244,11,6,6,6,942,482,963,40,354,795,175,24,137,595,890,1244,34,207,urban,1,0,0
2017,Orange,70 - 74 years,16,266,188,471,210,474,31,221,28,219,14,6,6,6,1146,479,1132,29,349,906,109,15,261,738,902,1280,20,340,urban,1,0,0
2017,Orange,75 - 79 years,17,375,289,602,272,534,40,320,37,281,16,6,6,6,1444,647,1443,22,417,1120,114,13,448,958,1154,1685,20,407,urban,1,0,0
2017,Orange,80 - 84 years,18,516,329,870,350,570,45,409,32,354,6,6,6,6,1857,813,1838,29,414,1190,100,14,962,1384,1296,2022,25,633,urban,1,0,0
2017,Orange,85 - 89 years,19,559,351,1117,480,664,40,404,15,386,16,6,6,6,2374,837,2349,25,347,1143,99,6,1613,1718,1493,2277,12,922,urban,1,0,0
2017,Orange,90 - 94 years,20,488,295,1133,448,619,24,388,18,278,11,6,6,6,2301,774,2210,23,217,676,79,6,2032,1872,1135,2183,6,817,urban,1,0,0
2017,Orange,95 - 99 years,21,189,101,520,229,307,15,180,6,125,6,0,6,0,1044,343,1014,6,95,163,30,0,1073,932,429,1045,6,313,urban,1,0,0
2017,Orange,100 years and over,22,29,13,99,58,52,10,43,6,28,6,0,0,0,178,78,173,6,14,16,6,0,216,200,53,219,0,34,urban,1,0,0
2017,Placer,Less than 1 year,1,0,0,0,10,0,0,6,0,6,6,6,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2017,Placer,1 - 4 years,2,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2017,Placer,5 - 9 years,3,0,0,0,10,0,0,0,0,6,0,0,0,0,6,6,6,0,0,0,6,0,0,0,6,6,0,0,suburban,0,0,1
2017,Placer,10 - 14 years,4,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,suburban,0,0,1
2017,Placer,15 - 19 years,5,0,0,10,10,10,0,6,0,6,0,0,0,6,6,6,12,0,0,0,13,0,0,0,13,11,6,6,suburban,0,0,1
2017,Placer,20 - 24 years,6,10,0,10,0,10,0,6,0,6,0,0,0,0,6,6,14,0,0,0,15,0,0,6,6,14,0,6,suburban,0,0,1
2017,Placer,25 - 29 years,7,10,10,10,10,10,0,0,6,6,0,6,0,0,17,6,20,0,6,6,17,6,0,6,19,21,0,6,suburban,0,0,1
2017,Placer,30 - 34 years,8,10,10,10,10,10,0,0,0,6,0,0,0,0,12,6,15,0,6,6,6,0,0,6,11,17,0,6,suburban,0,0,1
2017,Placer,35 - 39 years,9,10,10,10,10,10,10,0,6,6,6,0,0,0,23,6,25,0,6,6,6,0,0,11,18,27,0,6,suburban,0,0,1
2017,Placer,40 - 44 years,10,10,0,13,10,10,0,6,0,6,0,0,0,0,22,6,23,0,6,15,11,0,6,13,15,25,0,6,suburban,0,0,1
2017,Placer,45 - 49 years,11,10,10,19,0,14,0,0,6,6,6,0,0,0,39,6,41,0,6,20,14,0,6,12,31,42,0,6,suburban,0,0,1
2017,Placer,50 - 54 years,12,13,10,29,10,22,10,6,6,6,6,6,0,6,59,15,66,0,22,38,20,6,0,35,46,73,6,6,suburban,0,0,1
2017,Placer,55 - 59 years,13,17,10,58,13,38,10,6,6,6,6,0,6,6,116,6,131,6,44,54,31,0,6,57,80,122,6,13,suburban,0,0,1
2017,Placer,60 - 64 years,14,19,13,78,12,58,10,6,6,17,6,6,6,0,149,11,173,0,56,85,27,6,14,73,111,172,6,6,suburban,0,0,1
2017,Placer,65 - 69 years,15,31,12,79,14,86,10,6,6,16,6,6,0,6,191,18,203,6,60,121,16,6,25,100,123,168,0,55,suburban,0,0,1
2017,Placer,70 - 74 years,16,72,30,108,20,106,10,13,6,6,6,6,0,0,308,30,308,0,80,197,6,0,51,153,185,242,0,96,suburban,0,0,1
2017,Placer,75 - 79 years,17,56,37,126,22,112,10,6,6,14,6,6,0,6,326,23,328,6,67,201,6,6,77,150,205,238,0,117,suburban,0,0,1
2017,Placer,80 - 84 years,18,97,53,163,25,133,10,6,6,24,6,6,6,0,428,48,424,6,71,234,6,6,158,233,240,306,6,166,suburban,0,0,1
2017,Placer,85 - 89 years,19,91,43,193,58,123,0,22,6,22,6,6,6,0,452,48,457,6,47,186,6,0,265,270,238,318,6,189,suburban,0,0,1
2017,Placer,90 - 94 years,20,66,46,211,48,115,10,13,6,20,6,6,6,6,446,54,432,6,32,115,6,0,333,292,197,302,6,185,suburban,0,0,1
2017,Placer,95 - 99 years,21,30,14,92,35,42,10,11,6,15,6,6,0,6,185,29,187,0,6,29,6,0,174,136,80,151,6,64,suburban,0,0,1
2017,Placer,100 years and over,22,10,10,19,10,14,0,6,0,0,0,0,0,0,46,6,44,0,6,6,0,0,39,38,6,41,0,6,suburban,0,0,1
2017,Plumas,Less than 1 year,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Plumas,1 - 4 years,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Plumas,5 - 9 years,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Plumas,10 - 14 years,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Plumas,15 - 19 years,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2017,Plumas,20 - 24 years,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
