Year_of_Death,County_of_Residence,Age,Veteran_Status,Total_Deaths_veteran
2021,Fresno,50 - 54 years,Unknown,0
2021,Fresno,50 - 54 years,Yes,6
2021,Fresno,55 - 59 years,No,181
2021,Fresno,55 - 59 years,Unknown,0
2021,Fresno,55 - 59 years,Yes,12
2021,Fresno,60 - 64 years,No,291
2021,Fresno,60 - 64 years,Unknown,6
2021,Fresno,60 - 64 years,Yes,20
2021,Fresno,65 - 69 years,No,264
2021,Fresno,65 - 69 years,Unknown,6
2021,Fresno,65 - 69 years,Yes,36
2021,Fresno,70 - 74 years,No,297
2021,Fresno,70 - 74 years,Unknown,6
2021,Fresno,70 - 74 years,Yes,62
2021,Fresno,75 - 79 years,No,297
2021,Fresno,75 - 79 years,Unknown,6
2021,Fresno,75 - 79 years,Yes,75
2021,Fresno,80 - 84 years,No,325
2021,Fresno,80 - 84 years,Unknown,6
2021,Fresno,80 - 84 years,Yes,54
2021,Fresno,85 - 89 years,No,288
2021,Fresno,85 - 89 years,Unknown,0
2021,Fresno,85 - 89 years,Yes,81
2021,Fresno,90 - 94 years,No,236
2021,Fresno,90 - 94 years,Unknown,6
2021,Fresno,90 - 94 years,Yes,87
2021,Fresno,95 - 99 years,No,125
2021,Fresno,95 - 99 years,Unknown,0
2021,Fresno,95 - 99 years,Yes,33
2021,Fresno,100 years and over,No,26
2021,Fresno,100 years and over,Unknown,0
2021,Fresno,100 years and over,Yes,0
2021,Glenn,Less than 1 year,No,6
2021,Glenn,Less than 1 year,Unknown,0
2021,Glenn,Less than 1 year,Yes,0
2021,Glenn,1 - 4 years,No,0
2021,Glenn,1 - 4 years,Unknown,0
2021,Glenn,1 - 4 years,Yes,0
2021,Glenn,5 - 9 years,No,0
2021,Glenn,5 - 9 years,Unknown,0
2021,Glenn,5 - 9 years,Yes,0
2021,Glenn,10 - 14 years,No,6
2021,Glenn,10 - 14 years,Unknown,0
2021,Glenn,10 - 14 years,Yes,0
2021,Glenn,15 - 19 years,No,0
2021,Glenn,15 - 19 years,Unknown,0
2021,Glenn,15 - 19 years,Yes,0
2021,Glenn,20 - 24 years,No,0
2021,Glenn,20 - 24 years,Unknown,0
2021,Glenn,20 - 24 years,Yes,0
2021,Glenn,25 - 29 years,No,6
2021,Glenn,25 - 29 years,Unknown,0
2021,Glenn,25 - 29 years,Yes,0
2021,Glenn,30 - 34 years,No,6
2021,Glenn,30 - 34 years,Unknown,0
2021,Glenn,30 - 34 years,Yes,0
2021,Glenn,35 - 39 years,No,0
2021,Glenn,35 - 39 years,Unknown,0
2021,Glenn,35 - 39 years,Yes,0
2021,Glenn,40 - 44 years,No,6
2021,Glenn,40 - 44 years,Unknown,0
2021,Glenn,40 - 44 years,Yes,0
2021,Glenn,45 - 49 years,No,6
2021,Glenn,45 - 49 years,Unknown,0
2021,Glenn,45 - 49 years,Yes,0
2021,Glenn,50 - 54 years,No,6
2021,Glenn,50 - 54 years,Unknown,0
2021,Glenn,50 - 54 years,Yes,0
2021,Glenn,55 - 59 years,No,6
2021,Glenn,55 - 59 years,Unknown,0
2021,Glenn,55 - 59 years,Yes,0
2021,Glenn,60 - 64 years,No,6
2021,Glenn,60 - 64 years,Unknown,0
2021,Glenn,60 - 64 years,Yes,6
2021,Glenn,65 - 69 years,No,6
2021,Glenn,65 - 69 years,Unknown,0
2021,Glenn,65 - 69 years,Yes,0
2021,Glenn,70 - 74 years,No,6
2021,Glenn,70 - 74 years,Unknown,0
2021,Glenn,70 - 74 years,Yes,6
2021,Glenn,75 - 79 years,No,6
2021,Glenn,75 - 79 years,Unknown,0
2021,Glenn,75 - 79 years,Yes,6
2021,Glenn,80 - 84 years,No,6
2021,Glenn,80 - 84 years,Unknown,6
2021,Glenn,80 - 84 years,Yes,6
2021,Glenn,85 - 89 years,No,12
2021,Glenn,85 - 89 years,Unknown,6
2021,Glenn,85 - 89 years,Yes,6
2021,Glenn,90 - 94 years,No,6
2021,Glenn,90 - 94 years,Unknown,6
2021,Glenn,90 - 94 years,Yes,6
2021,Glenn,95 - 99 years,No,6
2021,Glenn,95 - 99 years,Unknown,0
2021,Glenn,95 - 99 years,Yes,6
2021,Glenn,100 years and over,No,6
2021,Glenn,100 years and over,Unknown,0
2021,Glenn,100 years and over,Yes,0
2021,Humboldt,Less than 1 year,No,0
2021,Humboldt,Less than 1 year,Unknown,0
2021,Humboldt,Less than 1 year,Yes,0
2021,Humboldt,1 - 4 years,No,0
2021,Humboldt,1 - 4 years,Unknown,0
2021,Humboldt,1 - 4 years,Yes,0
2021,Humboldt,5 - 9 years,No,0
2021,Humboldt,5 - 9 years,Unknown,0
2021,Humboldt,5 - 9 years,Yes,0
2021,Humboldt,10 - 14 years,No,0
2021,Humboldt,10 - 14 years,Unknown,0
2021,Humboldt,10 - 14 years,Yes,0
2021,Humboldt,15 - 19 years,No,6
2021,Humboldt,15 - 19 years,Unknown,0
2021,Humboldt,15 - 19 years,Yes,0
2021,Humboldt,20 - 24 years,No,0
2021,Humboldt,20 - 24 years,Unknown,0
2021,Humboldt,20 - 24 years,Yes,0
2021,Humboldt,25 - 29 years,No,6
2021,Humboldt,25 - 29 years,Unknown,0
2021,Humboldt,25 - 29 years,Yes,0
2021,Humboldt,30 - 34 years,No,6
2021,Humboldt,30 - 34 years,Unknown,0
2021,Humboldt,30 - 34 years,Yes,0
2021,Humboldt,35 - 39 years,No,6
2021,Humboldt,35 - 39 years,Unknown,0
2021,Humboldt,35 - 39 years,Yes,0
2021,Humboldt,40 - 44 years,No,16
2021,Humboldt,40 - 44 years,Unknown,0
2021,Humboldt,40 - 44 years,Yes,0
2021,Humboldt,45 - 49 years,No,11
2021,Humboldt,45 - 49 years,Unknown,0
2021,Humboldt,45 - 49 years,Yes,0
2021,Humboldt,50 - 54 years,No,23
2021,Humboldt,50 - 54 years,Unknown,0
2021,Humboldt,50 - 54 years,Yes,6
2021,Humboldt,55 - 59 years,No,25
2021,Humboldt,55 - 59 years,Unknown,6
2021,Humboldt,55 - 59 years,Yes,6
2021,Humboldt,60 - 64 years,No,42
2021,Humboldt,60 - 64 years,Unknown,0
2021,Humboldt,60 - 64 years,Yes,6
2021,Humboldt,65 - 69 years,No,45
2021,Humboldt,65 - 69 years,Unknown,0
2021,Humboldt,65 - 69 years,Yes,6
2021,Humboldt,70 - 74 years,No,40
2021,Humboldt,70 - 74 years,Unknown,6
2021,Humboldt,70 - 74 years,Yes,22
2021,Humboldt,75 - 79 years,No,37
2021,Humboldt,75 - 79 years,Unknown,0
2021,Humboldt,75 - 79 years,Yes,23
2021,Humboldt,80 - 84 years,No,48
2021,Humboldt,80 - 84 years,Unknown,0
2021,Humboldt,80 - 84 years,Yes,15
2021,Humboldt,85 - 89 years,No,43
2021,Humboldt,85 - 89 years,Unknown,0
2021,Humboldt,85 - 89 years,Yes,22
2021,Humboldt,90 - 94 years,No,24
2021,Humboldt,90 - 94 years,Unknown,6
2021,Humboldt,90 - 94 years,Yes,16
2021,Humboldt,95 - 99 years,No,12
2021,Humboldt,95 - 99 years,Unknown,0
2021,Humboldt,95 - 99 years,Yes,6
2021,Humboldt,100 years and over,No,6
2021,Humboldt,100 years and over,Unknown,0
2021,Humboldt,100 years and over,Yes,6
2021,Imperial,Less than 1 year,No,0
2021,Imperial,Less than 1 year,Unknown,0
2021,Imperial,Less than 1 year,Yes,0
2021,Imperial,1 - 4 years,No,6
2021,Imperial,1 - 4 years,Unknown,0
2021,Imperial,1 - 4 years,Yes,0
2021,Imperial,5 - 9 years,No,0
2021,Imperial,5 - 9 years,Unknown,0
2021,Imperial,5 - 9 years,Yes,0
2021,Imperial,10 - 14 years,No,0
2021,Imperial,10 - 14 years,Unknown,0
2021,Imperial,10 - 14 years,Yes,0
2021,Imperial,15 - 19 years,No,6
2021,Imperial,15 - 19 years,Unknown,0
2021,Imperial,15 - 19 years,Yes,0
2021,Imperial,20 - 24 years,No,6
2021,Imperial,20 - 24 years,Unknown,0
2021,Imperial,20 - 24 years,Yes,0
2021,Imperial,25 - 29 years,No,6
2021,Imperial,25 - 29 years,Unknown,0
2021,Imperial,25 - 29 years,Yes,0
2021,Imperial,30 - 34 years,No,6
2021,Imperial,30 - 34 years,Unknown,0
2021,Imperial,30 - 34 years,Yes,0
2021,Imperial,35 - 39 years,No,6
2021,Imperial,35 - 39 years,Unknown,0
2021,Imperial,35 - 39 years,Yes,6
2021,Imperial,40 - 44 years,No,13
2021,Imperial,40 - 44 years,Unknown,0
2021,Imperial,40 - 44 years,Yes,0
2021,Imperial,45 - 49 years,No,22
2021,Imperial,45 - 49 years,Unknown,0
2021,Imperial,45 - 49 years,Yes,0
2021,Imperial,50 - 54 years,No,21
2021,Imperial,50 - 54 years,Unknown,0
2021,Imperial,50 - 54 years,Yes,0
2021,Imperial,55 - 59 years,No,47
2021,Imperial,55 - 59 years,Unknown,0
2021,Imperial,55 - 59 years,Yes,6
2021,Imperial,60 - 64 years,No,50
2021,Imperial,60 - 64 years,Unknown,0
2021,Imperial,60 - 64 years,Yes,0
2021,Imperial,65 - 69 years,No,56
2021,Imperial,65 - 69 years,Unknown,0
2021,Imperial,65 - 69 years,Yes,6
2021,Imperial,70 - 74 years,No,72
2021,Imperial,70 - 74 years,Unknown,6
2021,Imperial,70 - 74 years,Yes,6
2021,Imperial,75 - 79 years,No,57
2021,Imperial,75 - 79 years,Unknown,0
2021,Imperial,75 - 79 years,Yes,6
2021,Imperial,80 - 84 years,No,76
2021,Imperial,80 - 84 years,Unknown,0
2021,Imperial,80 - 84 years,Yes,6
2021,Imperial,85 - 89 years,No,64
2021,Imperial,85 - 89 years,Unknown,6
2021,Imperial,85 - 89 years,Yes,6
2021,Imperial,90 - 94 years,No,41
2021,Imperial,90 - 94 years,Unknown,0
2021,Imperial,90 - 94 years,Yes,6
2021,Imperial,95 - 99 years,No,14
2021,Imperial,95 - 99 years,Unknown,0
2021,Imperial,95 - 99 years,Yes,6
2021,Imperial,100 years and over,No,6
2021,Imperial,100 years and over,Unknown,0
2021,Imperial,100 years and over,Yes,0
2021,Inyo,Less than 1 year,No,6
2021,Inyo,Less than 1 year,Unknown,0
2021,Inyo,Less than 1 year,Yes,0
2021,Inyo,1 - 4 years,No,0
2021,Inyo,1 - 4 years,Unknown,0
2021,Inyo,1 - 4 years,Yes,0
2021,Inyo,5 - 9 years,No,0
2021,Inyo,5 - 9 years,Unknown,0
2021,Inyo,5 - 9 years,Yes,0
2021,Inyo,10 - 14 years,No,0
2021,Inyo,10 - 14 years,Unknown,0
2021,Inyo,10 - 14 years,Yes,0
2021,Inyo,15 - 19 years,No,0
2021,Inyo,15 - 19 years,Unknown,0
2021,Inyo,15 - 19 years,Yes,0
2021,Inyo,20 - 24 years,No,0
2021,Inyo,20 - 24 years,Unknown,0
2021,Inyo,20 - 24 years,Yes,0
2021,Inyo,25 - 29 years,No,0
2021,Inyo,25 - 29 years,Unknown,0
2021,Inyo,25 - 29 years,Yes,0
2021,Inyo,30 - 34 years,No,6
2021,Inyo,30 - 34 years,Unknown,0
2021,Inyo,30 - 34 years,Yes,0
2021,Inyo,35 - 39 years,No,6
2021,Inyo,35 - 39 years,Unknown,0
2021,Inyo,35 - 39 years,Yes,0
2021,Inyo,40 - 44 years,No,0
2021,Inyo,40 - 44 years,Unknown,0
2021,Inyo,40 - 44 years,Yes,0
2021,Inyo,45 - 49 years,No,6
2021,Inyo,45 - 49 years,Unknown,0
2021,Inyo,45 - 49 years,Yes,0
2021,Inyo,50 - 54 years,No,6
2021,Inyo,50 - 54 years,Unknown,0
2021,Inyo,50 - 54 years,Yes,0
2021,Inyo,55 - 59 years,No,6
2021,Inyo,55 - 59 years,Unknown,0
2021,Inyo,55 - 59 years,Yes,0
2021,Inyo,60 - 64 years,No,6
2021,Inyo,60 - 64 years,Unknown,0
2021,Inyo,60 - 64 years,Yes,0
2021,Inyo,65 - 69 years,No,6
2021,Inyo,65 - 69 years,Unknown,0
2021,Inyo,65 - 69 years,Yes,6
2021,Inyo,70 - 74 years,No,6
2021,Inyo,70 - 74 years,Unknown,0
2021,Inyo,70 - 74 years,Yes,6
2021,Inyo,75 - 79 years,No,6
2021,Inyo,75 - 79 years,Unknown,0
2021,Inyo,75 - 79 years,Yes,6
2021,Inyo,80 - 84 years,No,6
2021,Inyo,80 - 84 years,Unknown,0
2021,Inyo,80 - 84 years,Yes,6
2021,Inyo,85 - 89 years,No,6
2021,Inyo,85 - 89 years,Unknown,0
2021,Inyo,85 - 89 years,Yes,6
2021,Inyo,90 - 94 years,No,6
2021,Inyo,90 - 94 years,Unknown,0
2021,Inyo,90 - 94 years,Yes,6
2021,Inyo,95 - 99 years,No,6
2021,Inyo,95 - 99 years,Unknown,0
2021,Inyo,95 - 99 years,Yes,0
2021,Inyo,100 years and over,No,6
2021,Inyo,100 years and over,Unknown,0
2021,Inyo,100 years and over,Yes,0
2021,Kern,Less than 1 year,No,19
2021,Kern,Less than 1 year,Unknown,0
2021,Kern,Less than 1 year,Yes,0
2021,Kern,1 - 4 years,No,6
2021,Kern,1 - 4 years,Unknown,0
2021,Kern,1 - 4 years,Yes,0
2021,Kern,5 - 9 years,No,6
2021,Kern,5 - 9 years,Unknown,0
2021,Kern,5 - 9 years,Yes,0
2021,Kern,10 - 14 years,No,6
2021,Kern,10 - 14 years,Unknown,0
2021,Kern,10 - 14 years,Yes,0
2021,Kern,15 - 19 years,No,19
2021,Kern,15 - 19 years,Unknown,0
2021,Kern,15 - 19 years,Yes,0
2021,Kern,20 - 24 years,No,31
2021,Kern,20 - 24 years,Unknown,0
2021,Kern,20 - 24 years,Yes,6
2021,Kern,25 - 29 years,No,38
2021,Kern,25 - 29 years,Unknown,0
2021,Kern,25 - 29 years,Yes,6
2021,Kern,30 - 34 years,No,60
2021,Kern,30 - 34 years,Unknown,0
2021,Kern,30 - 34 years,Yes,0
2021,Kern,35 - 39 years,No,52
2021,Kern,35 - 39 years,Unknown,0
2021,Kern,35 - 39 years,Yes,6
2021,Kern,40 - 44 years,No,90
2021,Kern,40 - 44 years,Unknown,0
2021,Kern,40 - 44 years,Yes,6
2021,Kern,45 - 49 years,No,93
2021,Kern,45 - 49 years,Unknown,0
2021,Kern,45 - 49 years,Yes,6
2021,Kern,50 - 54 years,No,129
2021,Kern,50 - 54 years,Unknown,6
2021,Kern,50 - 54 years,Yes,6
2021,Kern,55 - 59 years,No,163
2021,Kern,55 - 59 years,Unknown,6
2021,Kern,55 - 59 years,Yes,15
2021,Kern,60 - 64 years,No,270
2021,Kern,60 - 64 years,Unknown,6
2021,Kern,60 - 64 years,Yes,28
2021,Kern,65 - 69 years,No,254
2021,Kern,65 - 69 years,Unknown,6
2021,Kern,65 - 69 years,Yes,41
2021,Kern,70 - 74 years,No,265
2021,Kern,70 - 74 years,Unknown,6
2021,Kern,70 - 74 years,Yes,79
2021,Kern,75 - 79 years,No,258
2021,Kern,75 - 79 years,Unknown,6
2021,Kern,75 - 79 years,Yes,67
2021,Kern,80 - 84 years,No,250
2021,Kern,80 - 84 years,Unknown,6
2021,Kern,80 - 84 years,Yes,62
2021,Kern,85 - 89 years,No,201
2021,Kern,85 - 89 years,Unknown,6
2021,Kern,85 - 89 years,Yes,83
2021,Kern,90 - 94 years,No,156
2021,Kern,90 - 94 years,Unknown,0
2021,Kern,90 - 94 years,Yes,47
2021,Kern,95 - 99 years,No,72
2021,Kern,95 - 99 years,Unknown,0
2021,Kern,95 - 99 years,Yes,18
2021,Kern,100 years and over,No,19
2021,Kern,100 years and over,Unknown,0
2021,Kern,100 years and over,Yes,6
2021,Kings,Less than 1 year,No,6
2021,Kings,Less than 1 year,Unknown,0
2021,Kings,Less than 1 year,Yes,0
2021,Kings,1 - 4 years,No,6
2021,Kings,1 - 4 years,Unknown,0
2021,Kings,1 - 4 years,Yes,0
2021,Kings,5 - 9 years,No,0
2021,Kings,5 - 9 years,Unknown,0
2021,Kings,5 - 9 years,Yes,0
2021,Kings,10 - 14 years,No,6
2021,Kings,10 - 14 years,Unknown,0
2021,Kings,10 - 14 years,Yes,0
2021,Kings,15 - 19 years,No,6
2021,Kings,15 - 19 years,Unknown,0
2021,Kings,15 - 19 years,Yes,0
2021,Kings,20 - 24 years,No,0
2021,Kings,20 - 24 years,Unknown,0
2021,Kings,20 - 24 years,Yes,0
2021,Kings,25 - 29 years,No,6
2021,Kings,25 - 29 years,Unknown,0
2021,Kings,25 - 29 years,Yes,0
2021,Kings,30 - 34 years,No,6
2021,Kings,30 - 34 years,Unknown,0
2021,Kings,30 - 34 years,Yes,6
2021,Kings,35 - 39 years,No,6
2021,Kings,35 - 39 years,Unknown,0
2021,Kings,35 - 39 years,Yes,0
2021,Kings,40 - 44 years,No,14
2021,Kings,40 - 44 years,Unknown,0
2021,Kings,40 - 44 years,Yes,0
2021,Kings,45 - 49 years,No,6
2021,Kings,45 - 49 years,Unknown,6
2021,Kings,45 - 49 years,Yes,0
2021,Kings,50 - 54 years,No,26
2021,Kings,50 - 54 years,Unknown,0
2021,Kings,50 - 54 years,Yes,6
2021,Kings,55 - 59 years,No,34
2021,Kings,55 - 59 years,Unknown,0
2021,Kings,55 - 59 years,Yes,6
2021,Kings,60 - 64 years,No,34
2021,Kings,60 - 64 years,Unknown,6
2021,Kings,60 - 64 years,Yes,6
2021,Kings,65 - 69 years,No,41
2021,Kings,65 - 69 years,Unknown,0
2021,Kings,65 - 69 years,Yes,6
2021,Kings,70 - 74 years,No,33
2021,Kings,70 - 74 years,Unknown,0
2021,Kings,70 - 74 years,Yes,14
2021,Kings,75 - 79 years,No,60
2021,Kings,75 - 79 years,Unknown,6
2021,Kings,75 - 79 years,Yes,12
2021,Kings,80 - 84 years,No,32
2021,Kings,80 - 84 years,Unknown,0
2021,Kings,80 - 84 years,Yes,6
2021,Kings,85 - 89 years,No,39
2021,Kings,85 - 89 years,Unknown,0
2021,Kings,85 - 89 years,Yes,11
2021,Kings,90 - 94 years,No,18
2021,Kings,90 - 94 years,Unknown,0
2021,Kings,90 - 94 years,Yes,6
2021,Kings,95 - 99 years,No,11
2021,Kings,95 - 99 years,Unknown,0
2021,Kings,95 - 99 years,Yes,6
2021,Kings,100 years and over,No,6
2021,Kings,100 years and over,Unknown,0
2021,Kings,100 years and over,Yes,6
2021,Lake,Less than 1 year,No,6
2021,Lake,Less than 1 year,Unknown,0
2021,Lake,Less than 1 year,Yes,0
2021,Lake,1 - 4 years,No,0
2021,Lake,1 - 4 years,Unknown,0
2021,Lake,1 - 4 years,Yes,0
2021,Lake,5 - 9 years,No,0
2021,Lake,5 - 9 years,Unknown,0
2021,Lake,5 - 9 years,Yes,0
2021,Lake,10 - 14 years,No,0
2021,Lake,10 - 14 years,Unknown,0
2021,Lake,10 - 14 years,Yes,0
2021,Lake,15 - 19 years,No,6
2021,Lake,15 - 19 years,Unknown,0
2021,Lake,15 - 19 years,Yes,0
2021,Lake,20 - 24 years,No,6
2021,Lake,20 - 24 years,Unknown,0
2021,Lake,20 - 24 years,Yes,0
2021,Lake,25 - 29 years,No,6
2021,Lake,25 - 29 years,Unknown,0
2021,Lake,25 - 29 years,Yes,0
2021,Lake,30 - 34 years,No,6
2021,Lake,30 - 34 years,Unknown,0
2021,Lake,30 - 34 years,Yes,0
2021,Lake,35 - 39 years,No,6
2021,Lake,35 - 39 years,Unknown,0
2021,Lake,35 - 39 years,Yes,0
2021,Lake,40 - 44 years,No,6
2021,Lake,40 - 44 years,Unknown,6
2021,Lake,40 - 44 years,Yes,0
2021,Lake,45 - 49 years,No,6
2021,Lake,45 - 49 years,Unknown,0
2021,Lake,45 - 49 years,Yes,6
2021,Lake,50 - 54 years,No,14
2021,Lake,50 - 54 years,Unknown,0
2021,Lake,50 - 54 years,Yes,0
2021,Lake,55 - 59 years,No,19
2021,Lake,55 - 59 years,Unknown,0
2021,Lake,55 - 59 years,Yes,6
2021,Lake,60 - 64 years,No,26
2021,Lake,60 - 64 years,Unknown,6
2021,Lake,60 - 64 years,Yes,6
2021,Lake,65 - 69 years,No,23
2021,Lake,65 - 69 years,Unknown,0
2021,Lake,65 - 69 years,Yes,6
2021,Lake,70 - 74 years,No,28
2021,Lake,70 - 74 years,Unknown,6
2021,Lake,70 - 74 years,Yes,6
2021,Lake,75 - 79 years,No,44
2021,Lake,75 - 79 years,Unknown,0
2021,Lake,75 - 79 years,Yes,13
2021,Lake,80 - 84 years,No,26
2021,Lake,80 - 84 years,Unknown,6
2021,Lake,80 - 84 years,Yes,6
2021,Lake,85 - 89 years,No,11
2021,Lake,85 - 89 years,Unknown,0
2021,Lake,85 - 89 years,Yes,11
2021,Lake,90 - 94 years,No,18
2021,Lake,90 - 94 years,Unknown,0
2021,Lake,90 - 94 years,Yes,6
2021,Lake,95 - 99 years,No,6
2021,Lake,95 - 99 years,Unknown,0
2021,Lake,95 - 99 years,Yes,6
2021,Lake,100 years and over,No,6
2021,Lake,100 years and over,Unknown,0
2021,Lake,100 years and over,Yes,6
2021,Lassen,Less than 1 year,No,0
2021,Lassen,Less than 1 year,Unknown,0
2021,Lassen,Less than 1 year,Yes,0
2021,Lassen,1 - 4 years,No,0
2021,Lassen,1 - 4 years,Unknown,0
2021,Lassen,1 - 4 years,Yes,0
2021,Lassen,5 - 9 years,No,0
2021,Lassen,5 - 9 years,Unknown,0
2021,Lassen,5 - 9 years,Yes,0
2021,Lassen,10 - 14 years,No,0
2021,Lassen,10 - 14 years,Unknown,0
2021,Lassen,10 - 14 years,Yes,0
2021,Lassen,15 - 19 years,No,0
2021,Lassen,15 - 19 years,Unknown,0
2021,Lassen,15 - 19 years,Yes,0
2021,Lassen,20 - 24 years,No,6
2021,Lassen,20 - 24 years,Unknown,0
2021,Lassen,20 - 24 years,Yes,0
2021,Lassen,25 - 29 years,No,0
2021,Lassen,25 - 29 years,Unknown,0
2021,Lassen,25 - 29 years,Yes,0
2021,Lassen,30 - 34 years,No,6
2021,Lassen,30 - 34 years,Unknown,0
2021,Lassen,30 - 34 years,Yes,0
2021,Lassen,35 - 39 years,No,6
2021,Lassen,35 - 39 years,Unknown,0
2021,Lassen,35 - 39 years,Yes,0
2021,Lassen,40 - 44 years,No,6
2021,Lassen,40 - 44 years,Unknown,0
2021,Lassen,40 - 44 years,Yes,0
2021,Lassen,45 - 49 years,No,0
2021,Lassen,45 - 49 years,Unknown,0
2021,Lassen,45 - 49 years,Yes,0
2021,Lassen,50 - 54 years,No,6
2021,Lassen,50 - 54 years,Unknown,0
2021,Lassen,50 - 54 years,Yes,0
2021,Lassen,55 - 59 years,No,6
2021,Lassen,55 - 59 years,Unknown,0
2021,Lassen,55 - 59 years,Yes,0
2021,Lassen,60 - 64 years,No,6
2021,Lassen,60 - 64 years,Unknown,0
2021,Lassen,60 - 64 years,Yes,6
2021,Lassen,65 - 69 years,No,11
2021,Lassen,65 - 69 years,Unknown,0
2021,Lassen,65 - 69 years,Yes,6
2021,Lassen,70 - 74 years,No,6
2021,Lassen,70 - 74 years,Unknown,0
2021,Lassen,70 - 74 years,Yes,6
2021,Lassen,75 - 79 years,No,6
2021,Lassen,75 - 79 years,Unknown,0
2021,Lassen,75 - 79 years,Yes,6
2021,Lassen,80 - 84 years,No,6
2021,Lassen,80 - 84 years,Unknown,0
2021,Lassen,80 - 84 years,Yes,6
2021,Lassen,85 - 89 years,No,6
2021,Lassen,85 - 89 years,Unknown,0
2021,Lassen,85 - 89 years,Yes,6
2021,Lassen,90 - 94 years,No,6
2021,Lassen,90 - 94 years,Unknown,0
2021,Lassen,90 - 94 years,Yes,6
2021,Lassen,95 - 99 years,No,0
2021,Lassen,95 - 99 years,Unknown,0
2021,Lassen,95 - 99 years,Yes,0
2021,Lassen,100 years and over,No,0
2021,Lassen,100 years and over,Unknown,0
2021,Lassen,100 years and over,Yes,0
2021,Los Angeles,Less than 1 year,No,111
2021,Los Angeles,Less than 1 year,Unknown,0
2021,Los Angeles,Less than 1 year,Yes,0
2021,Los Angeles,1 - 4 years,No,12
2021,Los Angeles,1 - 4 years,Unknown,0
2021,Los Angeles,1 - 4 years,Yes,0
2021,Los Angeles,5 - 9 years,No,6
2021,Los Angeles,5 - 9 years,Unknown,0
2021,Los Angeles,5 - 9 years,Yes,0
2021,Los Angeles,10 - 14 years,No,23
2021,Los Angeles,10 - 14 years,Unknown,0
2021,Los Angeles,10 - 14 years,Yes,0
2021,Los Angeles,15 - 19 years,No,91
2021,Los Angeles,15 - 19 years,Unknown,0
2021,Los Angeles,15 - 19 years,Yes,6
2021,Los Angeles,20 - 24 years,No,240
2021,Los Angeles,20 - 24 years,Unknown,0
2021,Los Angeles,20 - 24 years,Yes,6
2021,Los Angeles,25 - 29 years,No,319
2021,Los Angeles,25 - 29 years,Unknown,6
2021,Los Angeles,25 - 29 years,Yes,6
2021,Los Angeles,30 - 34 years,No,417
2021,Los Angeles,30 - 34 years,Unknown,6
2021,Los Angeles,30 - 34 years,Yes,6
2021,Los Angeles,35 - 39 years,No,461
2021,Los Angeles,35 - 39 years,Unknown,6
2021,Los Angeles,35 - 39 years,Yes,6
2021,Los Angeles,40 - 44 years,No,583
2021,Los Angeles,40 - 44 years,Unknown,6
2021,Los Angeles,40 - 44 years,Yes,20
2021,Los Angeles,45 - 49 years,No,875
2021,Los Angeles,45 - 49 years,Unknown,13
2021,Los Angeles,45 - 49 years,Yes,16
2021,Los Angeles,50 - 54 years,No,1331
2021,Los Angeles,50 - 54 years,Unknown,23
2021,Los Angeles,50 - 54 years,Yes,34
2021,Los Angeles,55 - 59 years,No,1940
2021,Los Angeles,55 - 59 years,Unknown,40
2021,Los Angeles,55 - 59 years,Yes,57
2021,Los Angeles,60 - 64 years,No,2635
2021,Los Angeles,60 - 64 years,Unknown,66
2021,Los Angeles,60 - 64 years,Yes,130
2021,Los Angeles,65 - 69 years,No,3040
2021,Los Angeles,65 - 69 years,Unknown,118
2021,Los Angeles,65 - 69 years,Yes,167
2021,Los Angeles,70 - 74 years,No,3193
2021,Los Angeles,70 - 74 years,Unknown,82
2021,Los Angeles,70 - 74 years,Yes,432
2021,Los Angeles,75 - 79 years,No,3173
2021,Los Angeles,75 - 79 years,Unknown,81
2021,Los Angeles,75 - 79 years,Yes,420
2021,Los Angeles,80 - 84 years,No,3479
2021,Los Angeles,80 - 84 years,Unknown,62
2021,Los Angeles,80 - 84 years,Yes,527
2021,Los Angeles,85 - 89 years,No,3307
2021,Los Angeles,85 - 89 years,Unknown,40
2021,Los Angeles,85 - 89 years,Yes,731
2021,Los Angeles,90 - 94 years,No,2784
2021,Los Angeles,90 - 94 years,Unknown,37
2021,Los Angeles,90 - 94 years,Yes,629
2021,Los Angeles,95 - 99 years,No,1554
2021,Los Angeles,95 - 99 years,Unknown,12
2021,Los Angeles,95 - 99 years,Yes,334
2021,Los Angeles,100 years and over,No,348
2021,Los Angeles,100 years and over,Unknown,6
2021,Los Angeles,100 years and over,Yes,49
2021,Madera,Less than 1 year,No,6
2021,Madera,Less than 1 year,Unknown,0
2021,Madera,Less than 1 year,Yes,0
2021,Madera,1 - 4 years,No,6
2021,Madera,1 - 4 years,Unknown,0
2021,Madera,1 - 4 years,Yes,0
2021,Madera,5 - 9 years,No,0
2021,Madera,5 - 9 years,Unknown,0
2021,Madera,5 - 9 years,Yes,0
2021,Madera,10 - 14 years,No,6
2021,Madera,10 - 14 years,Unknown,0
2021,Madera,10 - 14 years,Yes,0
2021,Madera,15 - 19 years,No,0
2021,Madera,15 - 19 years,Unknown,0
2021,Madera,15 - 19 years,Yes,0
2021,Madera,20 - 24 years,No,6
2021,Madera,20 - 24 years,Unknown,0
2021,Madera,20 - 24 years,Yes,0
2021,Madera,25 - 29 years,No,6
2021,Madera,25 - 29 years,Unknown,0
2021,Madera,25 - 29 years,Yes,0
