Year_of_Death,County_of_Residence,Age,Total_Deaths
2021,San Bernardino,5 - 9 years,6
2021,San Bernardino,10 - 14 years,6
2021,San Bernardino,15 - 19 years,38
2021,San Bernardino,20 - 24 years,64
2021,San Bernardino,25 - 29 years,103
2021,San Bernardino,30 - 34 years,130
2021,San Bernardino,35 - 39 years,144
2021,San Bernardino,40 - 44 years,164
2021,San Bernardino,45 - 49 years,236
2021,San Bernardino,50 - 54 years,366
2021,San Bernardino,55 - 59 years,569
2021,San Bernardino,60 - 64 years,773
2021,San Bernardino,65 - 69 years,846
2021,San Bernardino,70 - 74 years,966
2021,San Bernardino,75 - 79 years,919
2021,San Bernardino,80 - 84 years,818
2021,San Bernardino,85 - 89 years,732
2021,San Bernardino,90 - 94 years,565
2021,San Bernardino,95 - 99 years,238
2021,San Bernardino,100 years and over,65
2021,San Diego,Less than 1 year,29
2021,San Diego,1 - 4 years,6
2021,San Diego,5 - 9 years,6
2021,San Diego,10 - 14 years,6
2021,San Diego,15 - 19 years,35
2021,San Diego,20 - 24 years,52
2021,San Diego,25 - 29 years,106
2021,San Diego,30 - 34 years,112
2021,San Diego,35 - 39 years,128
2021,San Diego,40 - 44 years,143
2021,San Diego,45 - 49 years,188
2021,San Diego,50 - 54 years,287
2021,San Diego,55 - 59 years,456
2021,San Diego,60 - 64 years,737
2021,San Diego,65 - 69 years,848
2021,San Diego,70 - 74 years,1004
2021,San Diego,75 - 79 years,1089
2021,San Diego,80 - 84 years,1258
2021,San Diego,85 - 89 years,1418
2021,San Diego,90 - 94 years,1189
2021,San Diego,95 - 99 years,645
2021,San Diego,100 years and over,159
2021,San Francisco,Less than 1 year,6
2021,San Francisco,1 - 4 years,6
2021,San Francisco,5 - 9 years,6
2021,San Francisco,10 - 14 years,6
2021,San Francisco,15 - 19 years,6
2021,San Francisco,20 - 24 years,6
2021,San Francisco,25 - 29 years,15
2021,San Francisco,30 - 34 years,32
2021,San Francisco,35 - 39 years,43
2021,San Francisco,40 - 44 years,62
2021,San Francisco,45 - 49 years,62
2021,San Francisco,50 - 54 years,86
2021,San Francisco,55 - 59 years,115
2021,San Francisco,60 - 64 years,149
2021,San Francisco,65 - 69 years,192
2021,San Francisco,70 - 74 years,240
2021,San Francisco,75 - 79 years,224
2021,San Francisco,80 - 84 years,254
2021,San Francisco,85 - 89 years,322
2021,San Francisco,90 - 94 years,350
2021,San Francisco,95 - 99 years,199
2021,San Francisco,100 years and over,61
2021,San Joaquin,Less than 1 year,14
2021,San Joaquin,1 - 4 years,6
2021,San Joaquin,5 - 9 years,6
2021,San Joaquin,10 - 14 years,6
2021,San Joaquin,15 - 19 years,12
2021,San Joaquin,20 - 24 years,23
2021,San Joaquin,25 - 29 years,29
2021,San Joaquin,30 - 34 years,30
2021,San Joaquin,35 - 39 years,46
2021,San Joaquin,40 - 44 years,59
2021,San Joaquin,45 - 49 years,55
2021,San Joaquin,50 - 54 years,114
2021,San Joaquin,55 - 59 years,170
2021,San Joaquin,60 - 64 years,230
2021,San Joaquin,65 - 69 years,252
2021,San Joaquin,70 - 74 years,297
2021,San Joaquin,75 - 79 years,309
2021,San Joaquin,80 - 84 years,277
2021,San Joaquin,85 - 89 years,317
2021,San Joaquin,90 - 94 years,211
2021,San Joaquin,95 - 99 years,108
2021,San Joaquin,100 years and over,23
2021,San Luis Obispo,Less than 1 year,6
2021,San Luis Obispo,1 - 4 years,0
2021,San Luis Obispo,5 - 9 years,0
2021,San Luis Obispo,10 - 14 years,0
2021,San Luis Obispo,15 - 19 years,6
2021,San Luis Obispo,20 - 24 years,6
2021,San Luis Obispo,25 - 29 years,6
2021,San Luis Obispo,30 - 34 years,6
2021,San Luis Obispo,35 - 39 years,6
2021,San Luis Obispo,40 - 44 years,12
2021,San Luis Obispo,45 - 49 years,15
2021,San Luis Obispo,50 - 54 years,29
2021,San Luis Obispo,55 - 59 years,35
2021,San Luis Obispo,60 - 64 years,85
2021,San Luis Obispo,65 - 69 years,92
2021,San Luis Obispo,70 - 74 years,98
2021,San Luis Obispo,75 - 79 years,102
2021,San Luis Obispo,80 - 84 years,111
2021,San Luis Obispo,85 - 89 years,120
2021,San Luis Obispo,90 - 94 years,120
2021,San Luis Obispo,95 - 99 years,61
2021,San Luis Obispo,100 years and over,6
2021,San Mateo,Less than 1 year,6
2021,San Mateo,1 - 4 years,0
2021,San Mateo,5 - 9 years,0
2021,San Mateo,10 - 14 years,6
2021,San Mateo,15 - 19 years,6
2021,San Mateo,20 - 24 years,12
2021,San Mateo,25 - 29 years,6
2021,San Mateo,30 - 34 years,22
2021,San Mateo,35 - 39 years,20
2021,San Mateo,40 - 44 years,25
2021,San Mateo,45 - 49 years,43
2021,San Mateo,50 - 54 years,49
2021,San Mateo,55 - 59 years,80
2021,San Mateo,60 - 64 years,104
2021,San Mateo,65 - 69 years,137
2021,San Mateo,70 - 74 years,189
2021,San Mateo,75 - 79 years,196
2021,San Mateo,80 - 84 years,257
2021,San Mateo,85 - 89 years,299
2021,San Mateo,90 - 94 years,244
2021,San Mateo,95 - 99 years,159
2021,San Mateo,100 years and over,44
2021,Santa Barbara,Less than 1 year,6
2021,Santa Barbara,1 - 4 years,0
2021,Santa Barbara,5 - 9 years,0
2021,Santa Barbara,10 - 14 years,0
2021,Santa Barbara,15 - 19 years,6
2021,Santa Barbara,20 - 24 years,11
2021,Santa Barbara,25 - 29 years,6
2021,Santa Barbara,30 - 34 years,6
2021,Santa Barbara,35 - 39 years,11
2021,Santa Barbara,40 - 44 years,23
2021,Santa Barbara,45 - 49 years,18
2021,Santa Barbara,50 - 54 years,41
2021,Santa Barbara,55 - 59 years,62
2021,Santa Barbara,60 - 64 years,76
2021,Santa Barbara,65 - 69 years,95
2021,Santa Barbara,70 - 74 years,119
2021,Santa Barbara,75 - 79 years,126
2021,Santa Barbara,80 - 84 years,185
2021,Santa Barbara,85 - 89 years,200
2021,Santa Barbara,90 - 94 years,183
2021,Santa Barbara,95 - 99 years,114
2021,Santa Barbara,100 years and over,23
2021,Santa Clara,Less than 1 year,19
2021,Santa Clara,1 - 4 years,6
2021,Santa Clara,5 - 9 years,6
2021,Santa Clara,10 - 14 years,6
2021,Santa Clara,15 - 19 years,14
2021,Santa Clara,20 - 24 years,29
2021,Santa Clara,25 - 29 years,28
2021,Santa Clara,30 - 34 years,35
2021,Santa Clara,35 - 39 years,55
2021,Santa Clara,40 - 44 years,52
2021,Santa Clara,45 - 49 years,87
2021,Santa Clara,50 - 54 years,149
2021,Santa Clara,55 - 59 years,193
2021,Santa Clara,60 - 64 years,261
2021,Santa Clara,65 - 69 years,325
2021,Santa Clara,70 - 74 years,411
2021,Santa Clara,75 - 79 years,488
2021,Santa Clara,80 - 84 years,521
2021,Santa Clara,85 - 89 years,622
2021,Santa Clara,90 - 94 years,567
2021,Santa Clara,95 - 99 years,338
2021,Santa Clara,100 years and over,82
2021,Santa Cruz,Less than 1 year,6
2021,Santa Cruz,1 - 4 years,0
2021,Santa Cruz,5 - 9 years,0
2021,Santa Cruz,10 - 14 years,0
2021,Santa Cruz,15 - 19 years,6
2021,Santa Cruz,20 - 24 years,6
2021,Santa Cruz,25 - 29 years,6
2021,Santa Cruz,30 - 34 years,6
2021,Santa Cruz,35 - 39 years,6
2021,Santa Cruz,40 - 44 years,16
2021,Santa Cruz,45 - 49 years,6
2021,Santa Cruz,50 - 54 years,16
2021,Santa Cruz,55 - 59 years,46
2021,Santa Cruz,60 - 64 years,60
2021,Santa Cruz,65 - 69 years,66
2021,Santa Cruz,70 - 74 years,87
2021,Santa Cruz,75 - 79 years,103
2021,Santa Cruz,80 - 84 years,87
2021,Santa Cruz,85 - 89 years,87
2021,Santa Cruz,90 - 94 years,90
2021,Santa Cruz,95 - 99 years,46
2021,Santa Cruz,100 years and over,6
2021,Shasta,Less than 1 year,6
2021,Shasta,1 - 4 years,0
2021,Shasta,5 - 9 years,0
2021,Shasta,10 - 14 years,0
2021,Shasta,15 - 19 years,0
2021,Shasta,20 - 24 years,6
2021,Shasta,25 - 29 years,6
2021,Shasta,30 - 34 years,12
2021,Shasta,35 - 39 years,13
2021,Shasta,40 - 44 years,6
2021,Shasta,45 - 49 years,14
2021,Shasta,50 - 54 years,18
2021,Shasta,55 - 59 years,34
2021,Shasta,60 - 64 years,80
2021,Shasta,65 - 69 years,74
2021,Shasta,70 - 74 years,102
2021,Shasta,75 - 79 years,123
2021,Shasta,80 - 84 years,130
2021,Shasta,85 - 89 years,110
2021,Shasta,90 - 94 years,105
2021,Shasta,95 - 99 years,40
2021,Shasta,100 years and over,6
2021,Sierra,Less than 1 year,0
2021,Sierra,1 - 4 years,0
2021,Sierra,5 - 9 years,0
2021,Sierra,10 - 14 years,0
2021,Sierra,15 - 19 years,0
2021,Sierra,20 - 24 years,0
2021,Sierra,25 - 29 years,0
2021,Sierra,30 - 34 years,0
2021,Sierra,35 - 39 years,0
2021,Sierra,40 - 44 years,0
2021,Sierra,45 - 49 years,0
2021,Sierra,50 - 54 years,0
2021,Sierra,55 - 59 years,0
2021,Sierra,60 - 64 years,0
2021,Sierra,65 - 69 years,6
2021,Sierra,70 - 74 years,0
2021,Sierra,75 - 79 years,6
2021,Sierra,80 - 84 years,6
2021,Sierra,85 - 89 years,6
2021,Sierra,90 - 94 years,0
2021,Sierra,95 - 99 years,0
2021,Sierra,100 years and over,0
2021,Siskiyou,Less than 1 year,0
2021,Siskiyou,1 - 4 years,0
2021,Siskiyou,5 - 9 years,0
2021,Siskiyou,10 - 14 years,0
2021,Siskiyou,15 - 19 years,6
2021,Siskiyou,20 - 24 years,6
2021,Siskiyou,25 - 29 years,6
2021,Siskiyou,30 - 34 years,6
2021,Siskiyou,35 - 39 years,6
2021,Siskiyou,40 - 44 years,6
2021,Siskiyou,45 - 49 years,6
2021,Siskiyou,50 - 54 years,6
2021,Siskiyou,55 - 59 years,6
2021,Siskiyou,60 - 64 years,25
2021,Siskiyou,65 - 69 years,22
2021,Siskiyou,70 - 74 years,26
2021,Siskiyou,75 - 79 years,30
2021,Siskiyou,80 - 84 years,22
2021,Siskiyou,85 - 89 years,21
2021,Siskiyou,90 - 94 years,22
2021,Siskiyou,95 - 99 years,6
2021,Siskiyou,100 years and over,6
2021,Solano,Less than 1 year,6
2021,Solano,1 - 4 years,6
2021,Solano,5 - 9 years,6
2021,Solano,10 - 14 years,0
2021,Solano,15 - 19 years,6
2021,Solano,20 - 24 years,6
2021,Solano,25 - 29 years,17
2021,Solano,30 - 34 years,16
2021,Solano,35 - 39 years,17
2021,Solano,40 - 44 years,16
2021,Solano,45 - 49 years,40
2021,Solano,50 - 54 years,34
2021,Solano,55 - 59 years,75
2021,Solano,60 - 64 years,114
2021,Solano,65 - 69 years,139
2021,Solano,70 - 74 years,172
2021,Solano,75 - 79 years,171
2021,Solano,80 - 84 years,191
2021,Solano,85 - 89 years,194
2021,Solano,90 - 94 years,140
2021,Solano,95 - 99 years,61
2021,Solano,100 years and over,15
2021,Sonoma,Less than 1 year,6
2021,Sonoma,1 - 4 years,6
2021,Sonoma,5 - 9 years,6
2021,Sonoma,10 - 14 years,6
2021,Sonoma,15 - 19 years,6
2021,Sonoma,20 - 24 years,6
2021,Sonoma,25 - 29 years,12
2021,Sonoma,30 - 34 years,23
2021,Sonoma,35 - 39 years,23
2021,Sonoma,40 - 44 years,21
2021,Sonoma,45 - 49 years,31
2021,Sonoma,50 - 54 years,41
2021,Sonoma,55 - 59 years,69
2021,Sonoma,60 - 64 years,105
2021,Sonoma,65 - 69 years,130
2021,Sonoma,70 - 74 years,187
2021,Sonoma,75 - 79 years,164
2021,Sonoma,80 - 84 years,185
2021,Sonoma,85 - 89 years,230
2021,Sonoma,90 - 94 years,206
2021,Sonoma,95 - 99 years,103
2021,Sonoma,100 years and over,33
2021,Stanislaus,Less than 1 year,12
2021,Stanislaus,1 - 4 years,6
2021,Stanislaus,5 - 9 years,0
2021,Stanislaus,10 - 14 years,6
2021,Stanislaus,15 - 19 years,6
2021,Stanislaus,20 - 24 years,13
2021,Stanislaus,25 - 29 years,15
2021,Stanislaus,30 - 34 years,21
2021,Stanislaus,35 - 39 years,26
2021,Stanislaus,40 - 44 years,41
2021,Stanislaus,45 - 49 years,68
2021,Stanislaus,50 - 54 years,85
2021,Stanislaus,55 - 59 years,108
2021,Stanislaus,60 - 64 years,167
2021,Stanislaus,65 - 69 years,164
2021,Stanislaus,70 - 74 years,233
2021,Stanislaus,75 - 79 years,216
2021,Stanislaus,80 - 84 years,232
2021,Stanislaus,85 - 89 years,202
2021,Stanislaus,90 - 94 years,168
2021,Stanislaus,95 - 99 years,79
2021,Stanislaus,100 years and over,20
2021,Sutter,Less than 1 year,6
2021,Sutter,1 - 4 years,0
2021,Sutter,5 - 9 years,0
2021,Sutter,10 - 14 years,0
2021,Sutter,15 - 19 years,6
2021,Sutter,20 - 24 years,6
2021,Sutter,25 - 29 years,6
2021,Sutter,30 - 34 years,6
2021,Sutter,35 - 39 years,6
2021,Sutter,40 - 44 years,6
2021,Sutter,45 - 49 years,6
2021,Sutter,50 - 54 years,14
2021,Sutter,55 - 59 years,17
2021,Sutter,60 - 64 years,34
2021,Sutter,65 - 69 years,28
2021,Sutter,70 - 74 years,43
2021,Sutter,75 - 79 years,39
2021,Sutter,80 - 84 years,50
2021,Sutter,85 - 89 years,42
2021,Sutter,90 - 94 years,27
2021,Sutter,95 - 99 years,11
2021,Sutter,100 years and over,6
2021,Tehama,Less than 1 year,0
2021,Tehama,1 - 4 years,0
2021,Tehama,5 - 9 years,0
2021,Tehama,10 - 14 years,0
2021,Tehama,15 - 19 years,6
2021,Tehama,20 - 24 years,0
2021,Tehama,25 - 29 years,6
2021,Tehama,30 - 34 years,6
2021,Tehama,35 - 39 years,6
2021,Tehama,40 - 44 years,6
2021,Tehama,45 - 49 years,6
2021,Tehama,50 - 54 years,12
2021,Tehama,55 - 59 years,17
2021,Tehama,60 - 64 years,26
2021,Tehama,65 - 69 years,32
2021,Tehama,70 - 74 years,39
2021,Tehama,75 - 79 years,44
2021,Tehama,80 - 84 years,39
2021,Tehama,85 - 89 years,32
2021,Tehama,90 - 94 years,19
2021,Tehama,95 - 99 years,11
2021,Tehama,100 years and over,6
2021,Trinity,Less than 1 year,0
2021,Trinity,1 - 4 years,0
2021,Trinity,5 - 9 years,0
2021,Trinity,10 - 14 years,0
2021,Trinity,15 - 19 years,0
2021,Trinity,20 - 24 years,6
2021,Trinity,25 - 29 years,0
2021,Trinity,30 - 34 years,6
2021,Trinity,35 - 39 years,6
2021,Trinity,40 - 44 years,6
2021,Trinity,45 - 49 years,0
2021,Trinity,50 - 54 years,6
2021,Trinity,55 - 59 years,6
2021,Trinity,60 - 64 years,12
2021,Trinity,65 - 69 years,6
2021,Trinity,70 - 74 years,6
2021,Trinity,75 - 79 years,6
2021,Trinity,80 - 84 years,6
2021,Trinity,85 - 89 years,6
2021,Trinity,90 - 94 years,6
2021,Trinity,95 - 99 years,0
2021,Trinity,100 years and over,6
2021,Tulare,Less than 1 year,6
2021,Tulare,1 - 4 years,6
2021,Tulare,5 - 9 years,6
2021,Tulare,10 - 14 years,0
2021,Tulare,15 - 19 years,6
2021,Tulare,20 - 24 years,11
2021,Tulare,25 - 29 years,21
2021,Tulare,30 - 34 years,28
2021,Tulare,35 - 39 years,33
2021,Tulare,40 - 44 years,54
2021,Tulare,45 - 49 years,45
2021,Tulare,50 - 54 years,61
2021,Tulare,55 - 59 years,90
2021,Tulare,60 - 64 years,138
2021,Tulare,65 - 69 years,136
2021,Tulare,70 - 74 years,165
2021,Tulare,75 - 79 years,158
2021,Tulare,80 - 84 years,172
2021,Tulare,85 - 89 years,162
2021,Tulare,90 - 94 years,128
2021,Tulare,95 - 99 years,62
2021,Tulare,100 years and over,6
2021,Tuolumne,Less than 1 year,6
2021,Tuolumne,1 - 4 years,6
2021,Tuolumne,5 - 9 years,0
2021,Tuolumne,10 - 14 years,6
2021,Tuolumne,15 - 19 years,6
2021,Tuolumne,20 - 24 years,6
2021,Tuolumne,25 - 29 years,6
2021,Tuolumne,30 - 34 years,6
2021,Tuolumne,35 - 39 years,6
2021,Tuolumne,40 - 44 years,6
2021,Tuolumne,45 - 49 years,6
2021,Tuolumne,50 - 54 years,6
2021,Tuolumne,55 - 59 years,11
2021,Tuolumne,60 - 64 years,20
2021,Tuolumne,65 - 69 years,20
2021,Tuolumne,70 - 74 years,46
2021,Tuolumne,75 - 79 years,26
2021,Tuolumne,80 - 84 years,39
2021,Tuolumne,85 - 89 years,49
2021,Tuolumne,90 - 94 years,29
2021,Tuolumne,95 - 99 years,11
2021,Tuolumne,100 years and over,6
2021,Ventura,Less than 1 year,6
2021,Ventura,1 - 4 years,0
2021,Ventura,5 - 9 years,0
2021,Ventura,10 - 14 years,6
2021,Ventura,15 - 19 years,6
2021,Ventura,20 - 24 years,19
2021,Ventura,25 - 29 years,22
2021,Ventura,30 - 34 years,25
2021,Ventura,35 - 39 years,35
2021,Ventura,40 - 44 years,45
2021,Ventura,45 - 49 years,59
2021,Ventura,50 - 54 years,96
2021,Ventura,55 - 59 years,121
2021,Ventura,60 - 64 years,178
2021,Ventura,65 - 69 years,226
2021,Ventura,70 - 74 years,270
2021,Ventura,75 - 79 years,316
2021,Ventura,80 - 84 years,351
2021,Ventura,85 - 89 years,412
2021,Ventura,90 - 94 years,355
2021,Ventura,95 - 99 years,191
2021,Ventura,100 years and over,50
2021,Yolo,Less than 1 year,6
2021,Yolo,1 - 4 years,0
2021,Yolo,5 - 9 years,6
2021,Yolo,10 - 14 years,0
2021,Yolo,15 - 19 years,6
2021,Yolo,20 - 24 years,6
2021,Yolo,25 - 29 years,6
2021,Yolo,30 - 34 years,6
2021,Yolo,35 - 39 years,6
2021,Yolo,40 - 44 years,6
2021,Yolo,45 - 49 years,12
2021,Yolo,50 - 54 years,14
2021,Yolo,55 - 59 years,36
2021,Yolo,60 - 64 years,37
2021,Yolo,65 - 69 years,44
2021,Yolo,70 - 74 years,75
2021,Yolo,75 - 79 years,63
2021,Yolo,80 - 84 years,65
2021,Yolo,85 - 89 years,86
2021,Yolo,90 - 94 years,51
2021,Yolo,95 - 99 years,25
2021,Yolo,100 years and over,6
2021,Yuba,Less than 1 year,0
2021,Yuba,1 - 4 years,0
2021,Yuba,5 - 9 years,0
2021,Yuba,10 - 14 years,0
2021,Yuba,15 - 19 years,6
2021,Yuba,20 - 24 years,6
2021,Yuba,25 - 29 years,6
2021,Yuba,30 - 34 years,6
2021,Yuba,35 - 39 years,6
2021,Yuba,40 - 44 years,6
2021,Yuba,45 - 49 years,6
2021,Yuba,50 - 54 years,13
2021,Yuba,55 - 59 years,26
2021,Yuba,60 - 64 years,24
2021,Yuba,65 - 69 years,34
2021,Yuba,70 - 74 years,33
2021,Yuba,75 - 79 years,28
2021,Yuba,80 - 84 years,32
2021,Yuba,85 - 89 years,27
2021,Yuba,90 - 94 years,21
2021,Yuba,95 - 99 years,6
2021,Yuba,100 years and over,6
2020,Alameda,Less than 1 year,62
2020,Alameda,1 - 4 years,12
2020,Alameda,5 - 9 years,6
2020,Alameda,10 - 14 years,6
2020,Alameda,15 - 19 years,49
2020,Alameda,20 - 24 years,86
2020,Alameda,25 - 29 years,119
2020,Alameda,30 - 34 years,149
2020,Alameda,35 - 39 years,149
2020,Alameda,40 - 44 years,203
2020,Alameda,45 - 49 years,261
2020,Alameda,50 - 54 years,386
2020,Alameda,55 - 59 years,550
2020,Alameda,60 - 64 years,793
2020,Alameda,65 - 69 years,917
2020,Alameda,70 - 74 years,1113
2020,Alameda,75 - 79 years,1164
2020,Alameda,80 - 84 years,1284
2020,Alameda,85 - 89 years,1493
2020,Alameda,90 - 94 years,1382
2020,Alameda,95 - 99 years,760
2020,Alameda,100 years and over,212
2020,Alpine,Less than 1 year,0
2020,Alpine,1 - 4 years,0
2020,Alpine,5 - 9 years,0
2020,Alpine,10 - 14 years,0
2020,Alpine,15 - 19 years,0
2020,Alpine,20 - 24 years,6
2020,Alpine,25 - 29 years,0
2020,Alpine,30 - 34 years,6
2020,Alpine,35 - 39 years,6
2020,Alpine,40 - 44 years,0
2020,Alpine,45 - 49 years,0
2020,Alpine,50 - 54 years,6
2020,Alpine,55 - 59 years,0
2020,Alpine,60 - 64 years,6
2020,Alpine,65 - 69 years,6
2020,Alpine,70 - 74 years,6
2020,Alpine,75 - 79 years,6
2020,Alpine,80 - 84 years,0
2020,Alpine,85 - 89 years,6
2020,Alpine,90 - 94 years,6
2020,Alpine,95 - 99 years,0
2020,Alpine,100 years and over,0
2020,Amador,Less than 1 year,0
2020,Amador,1 - 4 years,0
2020,Amador,5 - 9 years,0
2020,Amador,10 - 14 years,0
2020,Amador,15 - 19 years,0
2020,Amador,20 - 24 years,6
2020,Amador,25 - 29 years,6
2020,Amador,30 - 34 years,6
2020,Amador,35 - 39 years,6
2020,Amador,40 - 44 years,11
2020,Amador,45 - 49 years,6
2020,Amador,50 - 54 years,13
2020,Amador,55 - 59 years,22
2020,Amador,60 - 64 years,42
2020,Amador,65 - 69 years,37
2020,Amador,70 - 74 years,64
2020,Amador,75 - 79 years,74
2020,Amador,80 - 84 years,74
2020,Amador,85 - 89 years,55
2020,Amador,90 - 94 years,55
2020,Amador,95 - 99 years,29
2020,Amador,100 years and over,6
2020,Butte,Less than 1 year,6
2020,Butte,1 - 4 years,6
2020,Butte,5 - 9 years,6
2020,Butte,10 - 14 years,6
2020,Butte,15 - 19 years,6
2020,Butte,20 - 24 years,12
2020,Butte,25 - 29 years,17
2020,Butte,30 - 34 years,25
2020,Butte,35 - 39 years,35
2020,Butte,40 - 44 years,29
2020,Butte,45 - 49 years,49
2020,Butte,50 - 54 years,68
2020,Butte,55 - 59 years,126
2020,Butte,60 - 64 years,177
2020,Butte,65 - 69 years,241
2020,Butte,70 - 74 years,284
2020,Butte,75 - 79 years,271
2020,Butte,80 - 84 years,274
2020,Butte,85 - 89 years,310
2020,Butte,90 - 94 years,234
2020,Butte,95 - 99 years,135
2020,Butte,100 years and over,25
2020,Calaveras,Less than 1 year,0
2020,Calaveras,1 - 4 years,6
2020,Calaveras,5 - 9 years,0
2020,Calaveras,10 - 14 years,0
2020,Calaveras,15 - 19 years,0
2020,Calaveras,20 - 24 years,6
2020,Calaveras,25 - 29 years,6
2020,Calaveras,30 - 34 years,6
2020,Calaveras,35 - 39 years,6
2020,Calaveras,40 - 44 years,6
2020,Calaveras,45 - 49 years,6
2020,Calaveras,50 - 54 years,14
2020,Calaveras,55 - 59 years,26
2020,Calaveras,60 - 64 years,40
2020,Calaveras,65 - 69 years,54
2020,Calaveras,70 - 74 years,84
2020,Calaveras,75 - 79 years,72
2020,Calaveras,80 - 84 years,74
2020,Calaveras,85 - 89 years,65
2020,Calaveras,90 - 94 years,61
2020,Calaveras,95 - 99 years,24
2020,Calaveras,100 years and over,6
2020,Colusa,Less than 1 year,0
2020,Colusa,1 - 4 years,0
2020,Colusa,5 - 9 years,0
2020,Colusa,10 - 14 years,6
2020,Colusa,15 - 19 years,0
2020,Colusa,20 - 24 years,6
2020,Colusa,25 - 29 years,0
2020,Colusa,30 - 34 years,0
2020,Colusa,35 - 39 years,6
2020,Colusa,40 - 44 years,6
2020,Colusa,45 - 49 years,6
2020,Colusa,50 - 54 years,6
2020,Colusa,55 - 59 years,6
2020,Colusa,60 - 64 years,16
2020,Colusa,65 - 69 years,18
2020,Colusa,70 - 74 years,12
2020,Colusa,75 - 79 years,20
2020,Colusa,80 - 84 years,23
2020,Colusa,85 - 89 years,13
2020,Colusa,90 - 94 years,24
2020,Colusa,95 - 99 years,17
2020,Colusa,100 years and over,6
2020,Contra Costa,Less than 1 year,39
2020,Contra Costa,1 - 4 years,11
2020,Contra Costa,5 - 9 years,6
2020,Contra Costa,10 - 14 years,6
2020,Contra Costa,15 - 19 years,34
2020,Contra Costa,20 - 24 years,66
2020,Contra Costa,25 - 29 years,96
2020,Contra Costa,30 - 34 years,99
2020,Contra Costa,35 - 39 years,93
2020,Contra Costa,40 - 44 years,139
2020,Contra Costa,45 - 49 years,171
2020,Contra Costa,50 - 54 years,286
2020,Contra Costa,55 - 59 years,437
2020,Contra Costa,60 - 64 years,593
2020,Contra Costa,65 - 69 years,674
2020,Contra Costa,70 - 74 years,869
2020,Contra Costa,75 - 79 years,981
2020,Contra Costa,80 - 84 years,1081
2020,Contra Costa,85 - 89 years,1185
2020,Contra Costa,90 - 94 years,1107
2020,Contra Costa,95 - 99 years,604
2020,Contra Costa,100 years and over,152
2020,Del Norte,Less than 1 year,6
2020,Del Norte,1 - 4 years,0
2020,Del Norte,5 - 9 years,0
2020,Del Norte,10 - 14 years,6
2020,Del Norte,15 - 19 years,0
2020,Del Norte,20 - 24 years,6
2020,Del Norte,25 - 29 years,6
2020,Del Norte,30 - 34 years,6
2020,Del Norte,35 - 39 years,6
2020,Del Norte,40 - 44 years,6
2020,Del Norte,45 - 49 years,6
2020,Del Norte,50 - 54 years,6
2020,Del Norte,55 - 59 years,19
2020,Del Norte,60 - 64 years,31
2020,Del Norte,65 - 69 years,30
2020,Del Norte,70 - 74 years,28
2020,Del Norte,75 - 79 years,40
2020,Del Norte,80 - 84 years,30
2020,Del Norte,85 - 89 years,36
2020,Del Norte,90 - 94 years,31
2020,Del Norte,95 - 99 years,6
2020,Del Norte,100 years and over,6
2020,El Dorado,Less than 1 year,6
2020,El Dorado,1 - 4 years,6
2020,El Dorado,5 - 9 years,6
2020,El Dorado,10 - 14 years,6
2020,El Dorado,15 - 19 years,6
2020,El Dorado,20 - 24 years,6
2020,El Dorado,25 - 29 years,13
2020,El Dorado,30 - 34 years,24
2020,El Dorado,35 - 39 years,21
2020,El Dorado,40 - 44 years,19
2020,El Dorado,45 - 49 years,18
2020,El Dorado,50 - 54 years,39
2020,El Dorado,55 - 59 years,72
2020,El Dorado,60 - 64 years,106
2020,El Dorado,65 - 69 years,178
2020,El Dorado,70 - 74 years,198
2020,El Dorado,75 - 79 years,205
2020,El Dorado,80 - 84 years,212
2020,El Dorado,85 - 89 years,248
2020,El Dorado,90 - 94 years,229
2020,El Dorado,95 - 99 years,111
2020,El Dorado,100 years and over,22
2020,Fresno,Less than 1 year,74
2020,Fresno,1 - 4 years,18
2020,Fresno,5 - 9 years,6
2020,Fresno,10 - 14 years,11
2020,Fresno,15 - 19 years,53
