Year_of_Death,County_of_Residence,Age,Marital_Status,Total_Deaths_marital
2021,Colusa,30 - 34 years,Married (including SRDP),0
2021,Colusa,30 - 34 years,Widowed,0
2021,Colusa,30 - 34 years,Divorced,0
2021,Colusa,30 - 34 years,Never Married,0
2021,Colusa,30 - 34 years,Unknown,0
2021,Colusa,35 - 39 years,Married (including SRDP),6
2021,Colusa,35 - 39 years,Widowed,0
2021,Colusa,35 - 39 years,Divorced,0
2021,Colusa,35 - 39 years,Never Married,0
2021,Colusa,35 - 39 years,Unknown,0
2021,Colusa,40 - 44 years,Married (including SRDP),0
2021,Colusa,40 - 44 years,Widowed,0
2021,Colusa,40 - 44 years,Divorced,0
2021,Colusa,40 - 44 years,Never Married,6
2021,Colusa,40 - 44 years,Unknown,0
2021,Colusa,45 - 49 years,Married (including SRDP),0
2021,Colusa,45 - 49 years,Widowed,0
2021,Colusa,45 - 49 years,Divorced,0
2021,Colusa,45 - 49 years,Never Married,0
2021,Colusa,45 - 49 years,Unknown,0
2021,Colusa,50 - 54 years,Married (including SRDP),6
2021,Colusa,50 - 54 years,Widowed,0
2021,Colusa,50 - 54 years,Divorced,0
2021,Colusa,50 - 54 years,Never Married,0
2021,Colusa,50 - 54 years,Unknown,0
2021,Colusa,55 - 59 years,Married (including SRDP),6
2021,Colusa,55 - 59 years,Widowed,0
2021,Colusa,55 - 59 years,Divorced,0
2021,Colusa,55 - 59 years,Never Married,0
2021,Colusa,55 - 59 years,Unknown,0
2021,Colusa,60 - 64 years,Married (including SRDP),6
2021,Colusa,60 - 64 years,Widowed,0
2021,Colusa,60 - 64 years,Divorced,6
2021,Colusa,60 - 64 years,Never Married,0
2021,Colusa,60 - 64 years,Unknown,0
2021,Colusa,65 - 69 years,Married (including SRDP),6
2021,Colusa,65 - 69 years,Widowed,6
2021,Colusa,65 - 69 years,Divorced,0
2021,Colusa,65 - 69 years,Never Married,0
2021,Colusa,65 - 69 years,Unknown,0
2021,Colusa,70 - 74 years,Married (including SRDP),6
2021,Colusa,70 - 74 years,Widowed,6
2021,Colusa,70 - 74 years,Divorced,6
2021,Colusa,70 - 74 years,Never Married,6
2021,Colusa,70 - 74 years,Unknown,0
2021,Colusa,75 - 79 years,Married (including SRDP),6
2021,Colusa,75 - 79 years,Widowed,6
2021,Colusa,75 - 79 years,Divorced,6
2021,Colusa,75 - 79 years,Never Married,6
2021,Colusa,75 - 79 years,Unknown,0
2021,Colusa,80 - 84 years,Married (including SRDP),6
2021,Colusa,80 - 84 years,Widowed,6
2021,Colusa,80 - 84 years,Divorced,0
2021,Colusa,80 - 84 years,Never Married,0
2021,Colusa,80 - 84 years,Unknown,0
2021,Colusa,85 - 89 years,Married (including SRDP),6
2021,Colusa,85 - 89 years,Widowed,6
2021,Colusa,85 - 89 years,Divorced,0
2021,Colusa,85 - 89 years,Never Married,0
2021,Colusa,85 - 89 years,Unknown,0
2021,Colusa,90 - 94 years,Married (including SRDP),6
2021,Colusa,90 - 94 years,Widowed,6
2021,Colusa,90 - 94 years,Divorced,6
2021,Colusa,90 - 94 years,Never Married,0
2021,Colusa,90 - 94 years,Unknown,0
2021,Colusa,95 - 99 years,Married (including SRDP),6
2021,Colusa,95 - 99 years,Widowed,6
2021,Colusa,95 - 99 years,Divorced,0
2021,Colusa,95 - 99 years,Never Married,6
2021,Colusa,95 - 99 years,Unknown,0
2021,Colusa,100 years and over,Married (including SRDP),0
2021,Colusa,100 years and over,Widowed,6
2021,Colusa,100 years and over,Divorced,0
2021,Colusa,100 years and over,Never Married,0
2021,Colusa,100 years and over,Unknown,0
2021,Contra Costa,Less than 1 year,Married (including SRDP),0
2021,Contra Costa,Less than 1 year,Widowed,0
2021,Contra Costa,Less than 1 year,Divorced,0
2021,Contra Costa,Less than 1 year,Never Married,13
2021,Contra Costa,Less than 1 year,Unknown,0
2021,Contra Costa,1 - 4 years,Married (including SRDP),0
2021,Contra Costa,1 - 4 years,Widowed,0
2021,Contra Costa,1 - 4 years,Divorced,0
2021,Contra Costa,1 - 4 years,Never Married,6
2021,Contra Costa,1 - 4 years,Unknown,0
2021,Contra Costa,5 - 9 years,Married (including SRDP),0
2021,Contra Costa,5 - 9 years,Widowed,0
2021,Contra Costa,5 - 9 years,Divorced,0
2021,Contra Costa,5 - 9 years,Never Married,6
2021,Contra Costa,5 - 9 years,Unknown,0
2021,Contra Costa,10 - 14 years,Married (including SRDP),0
2021,Contra Costa,10 - 14 years,Widowed,0
2021,Contra Costa,10 - 14 years,Divorced,0
2021,Contra Costa,10 - 14 years,Never Married,6
2021,Contra Costa,10 - 14 years,Unknown,0
2021,Contra Costa,15 - 19 years,Married (including SRDP),0
2021,Contra Costa,15 - 19 years,Widowed,0
2021,Contra Costa,15 - 19 years,Divorced,0
2021,Contra Costa,15 - 19 years,Never Married,6
2021,Contra Costa,15 - 19 years,Unknown,0
2021,Contra Costa,20 - 24 years,Married (including SRDP),0
2021,Contra Costa,20 - 24 years,Widowed,0
2021,Contra Costa,20 - 24 years,Divorced,6
2021,Contra Costa,20 - 24 years,Never Married,24
2021,Contra Costa,20 - 24 years,Unknown,6
2021,Contra Costa,25 - 29 years,Married (including SRDP),6
2021,Contra Costa,25 - 29 years,Widowed,0
2021,Contra Costa,25 - 29 years,Divorced,0
2021,Contra Costa,25 - 29 years,Never Married,30
2021,Contra Costa,25 - 29 years,Unknown,6
2021,Contra Costa,30 - 34 years,Married (including SRDP),6
2021,Contra Costa,30 - 34 years,Widowed,0
2021,Contra Costa,30 - 34 years,Divorced,6
2021,Contra Costa,30 - 34 years,Never Married,33
2021,Contra Costa,30 - 34 years,Unknown,0
2021,Contra Costa,35 - 39 years,Married (including SRDP),13
2021,Contra Costa,35 - 39 years,Widowed,0
2021,Contra Costa,35 - 39 years,Divorced,6
2021,Contra Costa,35 - 39 years,Never Married,30
2021,Contra Costa,35 - 39 years,Unknown,0
2021,Contra Costa,40 - 44 years,Married (including SRDP),22
2021,Contra Costa,40 - 44 years,Widowed,0
2021,Contra Costa,40 - 44 years,Divorced,6
2021,Contra Costa,40 - 44 years,Never Married,22
2021,Contra Costa,40 - 44 years,Unknown,0
2021,Contra Costa,45 - 49 years,Married (including SRDP),32
2021,Contra Costa,45 - 49 years,Widowed,0
2021,Contra Costa,45 - 49 years,Divorced,6
2021,Contra Costa,45 - 49 years,Never Married,26
2021,Contra Costa,45 - 49 years,Unknown,0
2021,Contra Costa,50 - 54 years,Married (including SRDP),53
2021,Contra Costa,50 - 54 years,Widowed,6
2021,Contra Costa,50 - 54 years,Divorced,21
2021,Contra Costa,50 - 54 years,Never Married,38
2021,Contra Costa,50 - 54 years,Unknown,6
2021,Contra Costa,55 - 59 years,Married (including SRDP),71
2021,Contra Costa,55 - 59 years,Widowed,6
2021,Contra Costa,55 - 59 years,Divorced,24
2021,Contra Costa,55 - 59 years,Never Married,50
2021,Contra Costa,55 - 59 years,Unknown,6
2021,Contra Costa,60 - 64 years,Married (including SRDP),107
2021,Contra Costa,60 - 64 years,Widowed,22
2021,Contra Costa,60 - 64 years,Divorced,56
2021,Contra Costa,60 - 64 years,Never Married,43
2021,Contra Costa,60 - 64 years,Unknown,6
2021,Contra Costa,65 - 69 years,Married (including SRDP),113
2021,Contra Costa,65 - 69 years,Widowed,23
2021,Contra Costa,65 - 69 years,Divorced,58
2021,Contra Costa,65 - 69 years,Never Married,43
2021,Contra Costa,65 - 69 years,Unknown,6
2021,Contra Costa,70 - 74 years,Married (including SRDP),132
2021,Contra Costa,70 - 74 years,Widowed,55
2021,Contra Costa,70 - 74 years,Divorced,76
2021,Contra Costa,70 - 74 years,Never Married,53
2021,Contra Costa,70 - 74 years,Unknown,6
2021,Contra Costa,75 - 79 years,Married (including SRDP),174
2021,Contra Costa,75 - 79 years,Widowed,85
2021,Contra Costa,75 - 79 years,Divorced,78
2021,Contra Costa,75 - 79 years,Never Married,29
2021,Contra Costa,75 - 79 years,Unknown,6
2021,Contra Costa,80 - 84 years,Married (including SRDP),188
2021,Contra Costa,80 - 84 years,Widowed,123
2021,Contra Costa,80 - 84 years,Divorced,66
2021,Contra Costa,80 - 84 years,Never Married,18
2021,Contra Costa,80 - 84 years,Unknown,0
2021,Contra Costa,85 - 89 years,Married (including SRDP),161
2021,Contra Costa,85 - 89 years,Widowed,217
2021,Contra Costa,85 - 89 years,Divorced,54
2021,Contra Costa,85 - 89 years,Never Married,17
2021,Contra Costa,85 - 89 years,Unknown,6
2021,Contra Costa,90 - 94 years,Married (including SRDP),81
2021,Contra Costa,90 - 94 years,Widowed,240
2021,Contra Costa,90 - 94 years,Divorced,32
2021,Contra Costa,90 - 94 years,Never Married,21
2021,Contra Costa,90 - 94 years,Unknown,6
2021,Contra Costa,95 - 99 years,Married (including SRDP),32
2021,Contra Costa,95 - 99 years,Widowed,172
2021,Contra Costa,95 - 99 years,Divorced,18
2021,Contra Costa,95 - 99 years,Never Married,6
2021,Contra Costa,95 - 99 years,Unknown,0
2021,Contra Costa,100 years and over,Married (including SRDP),6
2021,Contra Costa,100 years and over,Widowed,45
2021,Contra Costa,100 years and over,Divorced,6
2021,Contra Costa,100 years and over,Never Married,6
2021,Contra Costa,100 years and over,Unknown,0
2021,Del Norte,Less than 1 year,Married (including SRDP),0
2021,Del Norte,Less than 1 year,Widowed,0
2021,Del Norte,Less than 1 year,Divorced,0
2021,Del Norte,Less than 1 year,Never Married,0
2021,Del Norte,Less than 1 year,Unknown,0
2021,Del Norte,1 - 4 years,Married (including SRDP),0
2021,Del Norte,1 - 4 years,Widowed,0
2021,Del Norte,1 - 4 years,Divorced,0
2021,Del Norte,1 - 4 years,Never Married,0
2021,Del Norte,1 - 4 years,Unknown,0
2021,Del Norte,5 - 9 years,Married (including SRDP),0
2021,Del Norte,5 - 9 years,Widowed,0
2021,Del Norte,5 - 9 years,Divorced,0
2021,Del Norte,5 - 9 years,Never Married,0
2021,Del Norte,5 - 9 years,Unknown,0
2021,Del Norte,10 - 14 years,Married (including SRDP),0
2021,Del Norte,10 - 14 years,Widowed,0
2021,Del Norte,10 - 14 years,Divorced,0
2021,Del Norte,10 - 14 years,Never Married,0
2021,Del Norte,10 - 14 years,Unknown,0
2021,Del Norte,15 - 19 years,Married (including SRDP),0
2021,Del Norte,15 - 19 years,Widowed,0
2021,Del Norte,15 - 19 years,Divorced,0
2021,Del Norte,15 - 19 years,Never Married,0
2021,Del Norte,15 - 19 years,Unknown,0
2021,Del Norte,20 - 24 years,Married (including SRDP),0
2021,Del Norte,20 - 24 years,Widowed,0
2021,Del Norte,20 - 24 years,Divorced,0
2021,Del Norte,20 - 24 years,Never Married,6
2021,Del Norte,20 - 24 years,Unknown,0
2021,Del Norte,25 - 29 years,Married (including SRDP),0
2021,Del Norte,25 - 29 years,Widowed,0
2021,Del Norte,25 - 29 years,Divorced,0
2021,Del Norte,25 - 29 years,Never Married,6
2021,Del Norte,25 - 29 years,Unknown,0
2021,Del Norte,30 - 34 years,Married (including SRDP),0
2021,Del Norte,30 - 34 years,Widowed,0
2021,Del Norte,30 - 34 years,Divorced,0
2021,Del Norte,30 - 34 years,Never Married,6
2021,Del Norte,30 - 34 years,Unknown,0
2021,Del Norte,35 - 39 years,Married (including SRDP),6
2021,Del Norte,35 - 39 years,Widowed,0
2021,Del Norte,35 - 39 years,Divorced,0
2021,Del Norte,35 - 39 years,Never Married,6
2021,Del Norte,35 - 39 years,Unknown,0
2021,Del Norte,40 - 44 years,Married (including SRDP),0
2021,Del Norte,40 - 44 years,Widowed,0
2021,Del Norte,40 - 44 years,Divorced,6
2021,Del Norte,40 - 44 years,Never Married,6
2021,Del Norte,40 - 44 years,Unknown,0
2021,Del Norte,45 - 49 years,Married (including SRDP),6
2021,Del Norte,45 - 49 years,Widowed,6
2021,Del Norte,45 - 49 years,Divorced,0
2021,Del Norte,45 - 49 years,Never Married,0
2021,Del Norte,45 - 49 years,Unknown,0
2021,Del Norte,50 - 54 years,Married (including SRDP),0
2021,Del Norte,50 - 54 years,Widowed,6
2021,Del Norte,50 - 54 years,Divorced,6
2021,Del Norte,50 - 54 years,Never Married,6
2021,Del Norte,50 - 54 years,Unknown,0
2021,Del Norte,55 - 59 years,Married (including SRDP),6
2021,Del Norte,55 - 59 years,Widowed,6
2021,Del Norte,55 - 59 years,Divorced,6
2021,Del Norte,55 - 59 years,Never Married,6
2021,Del Norte,55 - 59 years,Unknown,0
2021,Del Norte,60 - 64 years,Married (including SRDP),6
2021,Del Norte,60 - 64 years,Widowed,6
2021,Del Norte,60 - 64 years,Divorced,6
2021,Del Norte,60 - 64 years,Never Married,6
2021,Del Norte,60 - 64 years,Unknown,0
2021,Del Norte,65 - 69 years,Married (including SRDP),0
2021,Del Norte,65 - 69 years,Widowed,6
2021,Del Norte,65 - 69 years,Divorced,6
2021,Del Norte,65 - 69 years,Never Married,6
2021,Del Norte,65 - 69 years,Unknown,0
2021,Del Norte,70 - 74 years,Married (including SRDP),6
2021,Del Norte,70 - 74 years,Widowed,6
2021,Del Norte,70 - 74 years,Divorced,6
2021,Del Norte,70 - 74 years,Never Married,6
2021,Del Norte,70 - 74 years,Unknown,0
2021,Del Norte,75 - 79 years,Married (including SRDP),6
2021,Del Norte,75 - 79 years,Widowed,6
2021,Del Norte,75 - 79 years,Divorced,6
2021,Del Norte,75 - 79 years,Never Married,6
2021,Del Norte,75 - 79 years,Unknown,6
2021,Del Norte,80 - 84 years,Married (including SRDP),6
2021,Del Norte,80 - 84 years,Widowed,6
2021,Del Norte,80 - 84 years,Divorced,6
2021,Del Norte,80 - 84 years,Never Married,0
2021,Del Norte,80 - 84 years,Unknown,0
2021,Del Norte,85 - 89 years,Married (including SRDP),6
2021,Del Norte,85 - 89 years,Widowed,6
2021,Del Norte,85 - 89 years,Divorced,6
2021,Del Norte,85 - 89 years,Never Married,6
2021,Del Norte,85 - 89 years,Unknown,0
2021,Del Norte,90 - 94 years,Married (including SRDP),6
2021,Del Norte,90 - 94 years,Widowed,6
2021,Del Norte,90 - 94 years,Divorced,6
2021,Del Norte,90 - 94 years,Never Married,0
2021,Del Norte,90 - 94 years,Unknown,0
2021,Del Norte,95 - 99 years,Married (including SRDP),0
2021,Del Norte,95 - 99 years,Widowed,6
2021,Del Norte,95 - 99 years,Divorced,6
2021,Del Norte,95 - 99 years,Never Married,0
2021,Del Norte,95 - 99 years,Unknown,0
2021,Del Norte,100 years and over,Married (including SRDP),0
2021,Del Norte,100 years and over,Widowed,0
2021,Del Norte,100 years and over,Divorced,0
2021,Del Norte,100 years and over,Never Married,0
2021,Del Norte,100 years and over,Unknown,0
2021,El Dorado,Less than 1 year,Married (including SRDP),0
2021,El Dorado,Less than 1 year,Widowed,0
2021,El Dorado,Less than 1 year,Divorced,0
2021,El Dorado,Less than 1 year,Never Married,6
2021,El Dorado,Less than 1 year,Unknown,0
2021,El Dorado,1 - 4 years,Married (including SRDP),0
2021,El Dorado,1 - 4 years,Widowed,0
2021,El Dorado,1 - 4 years,Divorced,0
2021,El Dorado,1 - 4 years,Never Married,6
2021,El Dorado,1 - 4 years,Unknown,0
2021,El Dorado,5 - 9 years,Married (including SRDP),0
2021,El Dorado,5 - 9 years,Widowed,0
2021,El Dorado,5 - 9 years,Divorced,0
2021,El Dorado,5 - 9 years,Never Married,0
2021,El Dorado,5 - 9 years,Unknown,0
2021,El Dorado,10 - 14 years,Married (including SRDP),0
2021,El Dorado,10 - 14 years,Widowed,0
2021,El Dorado,10 - 14 years,Divorced,0
2021,El Dorado,10 - 14 years,Never Married,6
2021,El Dorado,10 - 14 years,Unknown,0
2021,El Dorado,15 - 19 years,Married (including SRDP),0
2021,El Dorado,15 - 19 years,Widowed,0
2021,El Dorado,15 - 19 years,Divorced,0
2021,El Dorado,15 - 19 years,Never Married,6
2021,El Dorado,15 - 19 years,Unknown,0
2021,El Dorado,20 - 24 years,Married (including SRDP),0
2021,El Dorado,20 - 24 years,Widowed,0
2021,El Dorado,20 - 24 years,Divorced,0
2021,El Dorado,20 - 24 years,Never Married,6
2021,El Dorado,20 - 24 years,Unknown,0
2021,El Dorado,25 - 29 years,Married (including SRDP),0
2021,El Dorado,25 - 29 years,Widowed,0
2021,El Dorado,25 - 29 years,Divorced,0
2021,El Dorado,25 - 29 years,Never Married,6
2021,El Dorado,25 - 29 years,Unknown,0
2021,El Dorado,30 - 34 years,Married (including SRDP),6
2021,El Dorado,30 - 34 years,Widowed,0
2021,El Dorado,30 - 34 years,Divorced,0
2021,El Dorado,30 - 34 years,Never Married,6
2021,El Dorado,30 - 34 years,Unknown,0
2021,El Dorado,35 - 39 years,Married (including SRDP),6
2021,El Dorado,35 - 39 years,Widowed,0
2021,El Dorado,35 - 39 years,Divorced,0
2021,El Dorado,35 - 39 years,Never Married,6
2021,El Dorado,35 - 39 years,Unknown,0
2021,El Dorado,40 - 44 years,Married (including SRDP),6
2021,El Dorado,40 - 44 years,Widowed,0
2021,El Dorado,40 - 44 years,Divorced,6
2021,El Dorado,40 - 44 years,Never Married,6
2021,El Dorado,40 - 44 years,Unknown,0
2021,El Dorado,45 - 49 years,Married (including SRDP),6
2021,El Dorado,45 - 49 years,Widowed,0
2021,El Dorado,45 - 49 years,Divorced,6
2021,El Dorado,45 - 49 years,Never Married,6
2021,El Dorado,45 - 49 years,Unknown,0
2021,El Dorado,50 - 54 years,Married (including SRDP),6
2021,El Dorado,50 - 54 years,Widowed,0
2021,El Dorado,50 - 54 years,Divorced,6
2021,El Dorado,50 - 54 years,Never Married,6
2021,El Dorado,50 - 54 years,Unknown,0
2021,El Dorado,55 - 59 years,Married (including SRDP),6
2021,El Dorado,55 - 59 years,Widowed,6
2021,El Dorado,55 - 59 years,Divorced,6
2021,El Dorado,55 - 59 years,Never Married,6
2021,El Dorado,55 - 59 years,Unknown,6
2021,El Dorado,60 - 64 years,Married (including SRDP),14
2021,El Dorado,60 - 64 years,Widowed,6
2021,El Dorado,60 - 64 years,Divorced,18
2021,El Dorado,60 - 64 years,Never Married,6
2021,El Dorado,60 - 64 years,Unknown,6
2021,El Dorado,65 - 69 years,Married (including SRDP),27
2021,El Dorado,65 - 69 years,Widowed,6
2021,El Dorado,65 - 69 years,Divorced,17
2021,El Dorado,65 - 69 years,Never Married,6
2021,El Dorado,65 - 69 years,Unknown,6
2021,El Dorado,70 - 74 years,Married (including SRDP),34
2021,El Dorado,70 - 74 years,Widowed,6
2021,El Dorado,70 - 74 years,Divorced,11
2021,El Dorado,70 - 74 years,Never Married,6
2021,El Dorado,70 - 74 years,Unknown,6
2021,El Dorado,75 - 79 years,Married (including SRDP),39
2021,El Dorado,75 - 79 years,Widowed,25
2021,El Dorado,75 - 79 years,Divorced,18
2021,El Dorado,75 - 79 years,Never Married,6
2021,El Dorado,75 - 79 years,Unknown,6
2021,El Dorado,80 - 84 years,Married (including SRDP),37
2021,El Dorado,80 - 84 years,Widowed,22
2021,El Dorado,80 - 84 years,Divorced,16
2021,El Dorado,80 - 84 years,Never Married,6
2021,El Dorado,80 - 84 years,Unknown,0
2021,El Dorado,85 - 89 years,Married (including SRDP),37
2021,El Dorado,85 - 89 years,Widowed,29
2021,El Dorado,85 - 89 years,Divorced,15
2021,El Dorado,85 - 89 years,Never Married,6
2021,El Dorado,85 - 89 years,Unknown,0
2021,El Dorado,90 - 94 years,Married (including SRDP),17
2021,El Dorado,90 - 94 years,Widowed,49
2021,El Dorado,90 - 94 years,Divorced,6
2021,El Dorado,90 - 94 years,Never Married,0
2021,El Dorado,90 - 94 years,Unknown,0
2021,El Dorado,95 - 99 years,Married (including SRDP),6
2021,El Dorado,95 - 99 years,Widowed,42
2021,El Dorado,95 - 99 years,Divorced,0
2021,El Dorado,95 - 99 years,Never Married,6
2021,El Dorado,95 - 99 years,Unknown,0
2021,El Dorado,100 years and over,Married (including SRDP),6
2021,El Dorado,100 years and over,Widowed,6
2021,El Dorado,100 years and over,Divorced,0
2021,El Dorado,100 years and over,Never Married,0
2021,El Dorado,100 years and over,Unknown,0
2021,Fresno,Less than 1 year,Married (including SRDP),0
2021,Fresno,Less than 1 year,Widowed,0
2021,Fresno,Less than 1 year,Divorced,0
2021,Fresno,Less than 1 year,Never Married,24
2021,Fresno,Less than 1 year,Unknown,0
2021,Fresno,1 - 4 years,Married (including SRDP),0
2021,Fresno,1 - 4 years,Widowed,0
2021,Fresno,1 - 4 years,Divorced,0
2021,Fresno,1 - 4 years,Never Married,6
2021,Fresno,1 - 4 years,Unknown,0
2021,Fresno,5 - 9 years,Married (including SRDP),0
2021,Fresno,5 - 9 years,Widowed,0
2021,Fresno,5 - 9 years,Divorced,0
2021,Fresno,5 - 9 years,Never Married,6
2021,Fresno,5 - 9 years,Unknown,0
2021,Fresno,10 - 14 years,Married (including SRDP),0
2021,Fresno,10 - 14 years,Widowed,0
2021,Fresno,10 - 14 years,Divorced,0
2021,Fresno,10 - 14 years,Never Married,6
2021,Fresno,10 - 14 years,Unknown,0
2021,Fresno,15 - 19 years,Married (including SRDP),0
2021,Fresno,15 - 19 years,Widowed,0
2021,Fresno,15 - 19 years,Divorced,0
2021,Fresno,15 - 19 years,Never Married,14
2021,Fresno,15 - 19 years,Unknown,0
2021,Fresno,20 - 24 years,Married (including SRDP),6
2021,Fresno,20 - 24 years,Widowed,0
2021,Fresno,20 - 24 years,Divorced,0
2021,Fresno,20 - 24 years,Never Married,30
2021,Fresno,20 - 24 years,Unknown,0
2021,Fresno,25 - 29 years,Married (including SRDP),6
2021,Fresno,25 - 29 years,Widowed,0
2021,Fresno,25 - 29 years,Divorced,0
2021,Fresno,25 - 29 years,Never Married,32
2021,Fresno,25 - 29 years,Unknown,0
2021,Fresno,30 - 34 years,Married (including SRDP),16
2021,Fresno,30 - 34 years,Widowed,0
2021,Fresno,30 - 34 years,Divorced,6
2021,Fresno,30 - 34 years,Never Married,38
2021,Fresno,30 - 34 years,Unknown,6
2021,Fresno,35 - 39 years,Married (including SRDP),19
2021,Fresno,35 - 39 years,Widowed,6
2021,Fresno,35 - 39 years,Divorced,6
2021,Fresno,35 - 39 years,Never Married,44
2021,Fresno,35 - 39 years,Unknown,0
2021,Fresno,40 - 44 years,Married (including SRDP),26
2021,Fresno,40 - 44 years,Widowed,0
2021,Fresno,40 - 44 years,Divorced,13
2021,Fresno,40 - 44 years,Never Married,34
2021,Fresno,40 - 44 years,Unknown,6
2021,Fresno,45 - 49 years,Married (including SRDP),41
2021,Fresno,45 - 49 years,Widowed,6
2021,Fresno,45 - 49 years,Divorced,18
2021,Fresno,45 - 49 years,Never Married,36
2021,Fresno,45 - 49 years,Unknown,0
2021,Fresno,50 - 54 years,Married (including SRDP),60
2021,Fresno,50 - 54 years,Widowed,6
2021,Fresno,50 - 54 years,Divorced,46
2021,Fresno,50 - 54 years,Never Married,35
2021,Fresno,50 - 54 years,Unknown,6
2021,Fresno,55 - 59 years,Married (including SRDP),78
2021,Fresno,55 - 59 years,Widowed,6
