Year_of_Death,County_of_Residence,Age,Sex,Total_Deaths_sex
2021,Kern,90 - 94 years,Female,128
2021,Kern,90 - 94 years,Male,75
2021,Kern,95 - 99 years,Female,73
2021,Kern,95 - 99 years,Male,17
2021,Kern,100 years and over,Female,19
2021,Kern,100 years and over,Male,6
2021,Kings,Less than 1 year,Female,6
2021,Kings,Less than 1 year,Male,6
2021,Kings,1 - 4 years,Female,6
2021,Kings,1 - 4 years,Male,6
2021,Kings,5 - 9 years,Female,0
2021,Kings,5 - 9 years,Male,0
2021,Kings,10 - 14 years,Female,6
2021,Kings,10 - 14 years,Male,0
2021,Kings,15 - 19 years,Female,6
2021,Kings,15 - 19 years,Male,6
2021,Kings,20 - 24 years,Female,0
2021,Kings,20 - 24 years,Male,0
2021,Kings,25 - 29 years,Female,6
2021,Kings,25 - 29 years,Male,6
2021,Kings,30 - 34 years,Female,6
2021,Kings,30 - 34 years,Male,6
2021,Kings,35 - 39 years,Female,6
2021,Kings,35 - 39 years,Male,6
2021,Kings,40 - 44 years,Female,6
2021,Kings,40 - 44 years,Male,6
2021,Kings,45 - 49 years,Female,6
2021,Kings,45 - 49 years,Male,6
2021,Kings,50 - 54 years,Female,12
2021,Kings,50 - 54 years,Male,18
2021,Kings,55 - 59 years,Female,11
2021,Kings,55 - 59 years,Male,24
2021,Kings,60 - 64 years,Female,6
2021,Kings,60 - 64 years,Male,32
2021,Kings,65 - 69 years,Female,24
2021,Kings,65 - 69 years,Male,23
2021,Kings,70 - 74 years,Female,19
2021,Kings,70 - 74 years,Male,28
2021,Kings,75 - 79 years,Female,42
2021,Kings,75 - 79 years,Male,31
2021,Kings,80 - 84 years,Female,20
2021,Kings,80 - 84 years,Male,21
2021,Kings,85 - 89 years,Female,27
2021,Kings,85 - 89 years,Male,23
2021,Kings,90 - 94 years,Female,15
2021,Kings,90 - 94 years,Male,6
2021,Kings,95 - 99 years,Female,6
2021,Kings,95 - 99 years,Male,6
2021,Kings,100 years and over,Female,6
2021,Kings,100 years and over,Male,0
2021,Lake,Less than 1 year,Female,6
2021,Lake,Less than 1 year,Male,0
2021,Lake,1 - 4 years,Female,0
2021,Lake,1 - 4 years,Male,0
2021,Lake,5 - 9 years,Female,0
2021,Lake,5 - 9 years,Male,0
2021,Lake,10 - 14 years,Female,0
2021,Lake,10 - 14 years,Male,0
2021,Lake,15 - 19 years,Female,0
2021,Lake,15 - 19 years,Male,6
2021,Lake,20 - 24 years,Female,6
2021,Lake,20 - 24 years,Male,6
2021,Lake,25 - 29 years,Female,6
2021,Lake,25 - 29 years,Male,6
2021,Lake,30 - 34 years,Female,6
2021,Lake,30 - 34 years,Male,0
2021,Lake,35 - 39 years,Female,6
2021,Lake,35 - 39 years,Male,6
2021,Lake,40 - 44 years,Female,6
2021,Lake,40 - 44 years,Male,6
2021,Lake,45 - 49 years,Female,6
2021,Lake,45 - 49 years,Male,6
2021,Lake,50 - 54 years,Female,6
2021,Lake,50 - 54 years,Male,6
2021,Lake,55 - 59 years,Female,6
2021,Lake,55 - 59 years,Male,15
2021,Lake,60 - 64 years,Female,6
2021,Lake,60 - 64 years,Male,23
2021,Lake,65 - 69 years,Female,12
2021,Lake,65 - 69 years,Male,14
2021,Lake,70 - 74 years,Female,18
2021,Lake,70 - 74 years,Male,16
2021,Lake,75 - 79 years,Female,29
2021,Lake,75 - 79 years,Male,28
2021,Lake,80 - 84 years,Female,17
2021,Lake,80 - 84 years,Male,17
2021,Lake,85 - 89 years,Female,6
2021,Lake,85 - 89 years,Male,13
2021,Lake,90 - 94 years,Female,16
2021,Lake,90 - 94 years,Male,6
2021,Lake,95 - 99 years,Female,6
2021,Lake,95 - 99 years,Male,6
2021,Lake,100 years and over,Female,6
2021,Lake,100 years and over,Male,6
2021,Lassen,Less than 1 year,Female,0
2021,Lassen,Less than 1 year,Male,0
2021,Lassen,1 - 4 years,Female,0
2021,Lassen,1 - 4 years,Male,0
2021,Lassen,5 - 9 years,Female,0
2021,Lassen,5 - 9 years,Male,0
2021,Lassen,10 - 14 years,Female,0
2021,Lassen,10 - 14 years,Male,0
2021,Lassen,15 - 19 years,Female,0
2021,Lassen,15 - 19 years,Male,0
2021,Lassen,20 - 24 years,Female,0
2021,Lassen,20 - 24 years,Male,6
2021,Lassen,25 - 29 years,Female,0
2021,Lassen,25 - 29 years,Male,0
2021,Lassen,30 - 34 years,Female,0
2021,Lassen,30 - 34 years,Male,6
2021,Lassen,35 - 39 years,Female,6
2021,Lassen,35 - 39 years,Male,6
2021,Lassen,40 - 44 years,Female,6
2021,Lassen,40 - 44 years,Male,6
2021,Lassen,45 - 49 years,Female,0
2021,Lassen,45 - 49 years,Male,0
2021,Lassen,50 - 54 years,Female,6
2021,Lassen,50 - 54 years,Male,6
2021,Lassen,55 - 59 years,Female,6
2021,Lassen,55 - 59 years,Male,6
2021,Lassen,60 - 64 years,Female,6
2021,Lassen,60 - 64 years,Male,6
2021,Lassen,65 - 69 years,Female,6
2021,Lassen,65 - 69 years,Male,11
2021,Lassen,70 - 74 years,Female,6
2021,Lassen,70 - 74 years,Male,6
2021,Lassen,75 - 79 years,Female,6
2021,Lassen,75 - 79 years,Male,6
2021,Lassen,80 - 84 years,Female,6
2021,Lassen,80 - 84 years,Male,6
2021,Lassen,85 - 89 years,Female,6
2021,Lassen,85 - 89 years,Male,6
2021,Lassen,90 - 94 years,Female,6
2021,Lassen,90 - 94 years,Male,6
2021,Lassen,95 - 99 years,Female,0
2021,Lassen,95 - 99 years,Male,0
2021,Lassen,100 years and over,Female,0
2021,Lassen,100 years and over,Male,0
2021,Los Angeles,Less than 1 year,Female,55
2021,Los Angeles,Less than 1 year,Male,56
2021,Los Angeles,1 - 4 years,Female,6
2021,Los Angeles,1 - 4 years,Male,6
2021,Los Angeles,5 - 9 years,Female,6
2021,Los Angeles,5 - 9 years,Male,6
2021,Los Angeles,10 - 14 years,Female,11
2021,Los Angeles,10 - 14 years,Male,12
2021,Los Angeles,15 - 19 years,Female,24
2021,Los Angeles,15 - 19 years,Male,68
2021,Los Angeles,20 - 24 years,Female,50
2021,Los Angeles,20 - 24 years,Male,192
2021,Los Angeles,25 - 29 years,Female,68
2021,Los Angeles,25 - 29 years,Male,259
2021,Los Angeles,30 - 34 years,Female,111
2021,Los Angeles,30 - 34 years,Male,317
2021,Los Angeles,35 - 39 years,Female,133
2021,Los Angeles,35 - 39 years,Male,340
2021,Los Angeles,40 - 44 years,Female,188
2021,Los Angeles,40 - 44 years,Male,422
2021,Los Angeles,45 - 49 years,Female,272
2021,Los Angeles,45 - 49 years,Male,632
2021,Los Angeles,50 - 54 years,Female,452
2021,Los Angeles,50 - 54 years,Male,936
2021,Los Angeles,55 - 59 years,Female,659
2021,Los Angeles,55 - 59 years,Male,1378
2021,Los Angeles,60 - 64 years,Female,1018
2021,Los Angeles,60 - 64 years,Male,1813
2021,Los Angeles,65 - 69 years,Female,1247
2021,Los Angeles,65 - 69 years,Male,2078
2021,Los Angeles,70 - 74 years,Female,1515
2021,Los Angeles,70 - 74 years,Male,2192
2021,Los Angeles,75 - 79 years,Female,1639
2021,Los Angeles,75 - 79 years,Male,2035
2021,Los Angeles,80 - 84 years,Female,1952
2021,Los Angeles,80 - 84 years,Male,2116
2021,Los Angeles,85 - 89 years,Female,2152
2021,Los Angeles,85 - 89 years,Male,1926
2021,Los Angeles,90 - 94 years,Female,2052
2021,Los Angeles,90 - 94 years,Male,1398
2021,Los Angeles,95 - 99 years,Female,1263
2021,Los Angeles,95 - 99 years,Male,637
2021,Los Angeles,100 years and over,Female,300
2021,Los Angeles,100 years and over,Male,100
2021,Madera,Less than 1 year,Female,0
2021,Madera,Less than 1 year,Male,6
2021,Madera,1 - 4 years,Female,6
2021,Madera,1 - 4 years,Male,0
2021,Madera,5 - 9 years,Female,0
2021,Madera,5 - 9 years,Male,0
2021,Madera,10 - 14 years,Female,6
2021,Madera,10 - 14 years,Male,0
2021,Madera,15 - 19 years,Female,0
2021,Madera,15 - 19 years,Male,0
2021,Madera,20 - 24 years,Female,0
2021,Madera,20 - 24 years,Male,6
2021,Madera,25 - 29 years,Female,6
2021,Madera,25 - 29 years,Male,6
2021,Madera,30 - 34 years,Female,6
2021,Madera,30 - 34 years,Male,6
2021,Madera,35 - 39 years,Female,6
2021,Madera,35 - 39 years,Male,6
2021,Madera,40 - 44 years,Female,6
2021,Madera,40 - 44 years,Male,6
2021,Madera,45 - 49 years,Female,6
2021,Madera,45 - 49 years,Male,6
2021,Madera,50 - 54 years,Female,6
2021,Madera,50 - 54 years,Male,17
2021,Madera,55 - 59 years,Female,15
2021,Madera,55 - 59 years,Male,16
2021,Madera,60 - 64 years,Female,20
2021,Madera,60 - 64 years,Male,26
2021,Madera,65 - 69 years,Female,26
2021,Madera,65 - 69 years,Male,28
2021,Madera,70 - 74 years,Female,20
2021,Madera,70 - 74 years,Male,31
2021,Madera,75 - 79 years,Female,25
2021,Madera,75 - 79 years,Male,34
2021,Madera,80 - 84 years,Female,29
2021,Madera,80 - 84 years,Male,33
2021,Madera,85 - 89 years,Female,25
2021,Madera,85 - 89 years,Male,20
2021,Madera,90 - 94 years,Female,31
2021,Madera,90 - 94 years,Male,24
2021,Madera,95 - 99 years,Female,6
2021,Madera,95 - 99 years,Male,6
2021,Madera,100 years and over,Female,6
2021,Madera,100 years and over,Male,6
2021,Marin,Less than 1 year,Female,6
2021,Marin,Less than 1 year,Male,0
2021,Marin,1 - 4 years,Female,0
2021,Marin,1 - 4 years,Male,0
2021,Marin,5 - 9 years,Female,0
2021,Marin,5 - 9 years,Male,0
2021,Marin,10 - 14 years,Female,6
2021,Marin,10 - 14 years,Male,6
2021,Marin,15 - 19 years,Female,6
2021,Marin,15 - 19 years,Male,6
2021,Marin,20 - 24 years,Female,0
2021,Marin,20 - 24 years,Male,6
2021,Marin,25 - 29 years,Female,6
2021,Marin,25 - 29 years,Male,6
2021,Marin,30 - 34 years,Female,6
2021,Marin,30 - 34 years,Male,6
2021,Marin,35 - 39 years,Female,6
2021,Marin,35 - 39 years,Male,6
2021,Marin,40 - 44 years,Female,6
2021,Marin,40 - 44 years,Male,6
2021,Marin,45 - 49 years,Female,6
2021,Marin,45 - 49 years,Male,6
2021,Marin,50 - 54 years,Female,6
2021,Marin,50 - 54 years,Male,6
2021,Marin,55 - 59 years,Female,6
2021,Marin,55 - 59 years,Male,20
2021,Marin,60 - 64 years,Female,13
2021,Marin,60 - 64 years,Male,22
2021,Marin,65 - 69 years,Female,25
2021,Marin,65 - 69 years,Male,30
2021,Marin,70 - 74 years,Female,20
2021,Marin,70 - 74 years,Male,33
2021,Marin,75 - 79 years,Female,44
2021,Marin,75 - 79 years,Male,40
2021,Marin,80 - 84 years,Female,52
2021,Marin,80 - 84 years,Male,62
2021,Marin,85 - 89 years,Female,58
2021,Marin,85 - 89 years,Male,73
2021,Marin,90 - 94 years,Female,73
2021,Marin,90 - 94 years,Male,56
2021,Marin,95 - 99 years,Female,51
2021,Marin,95 - 99 years,Male,23
2021,Marin,100 years and over,Female,15
2021,Marin,100 years and over,Male,6
2021,Mariposa,Less than 1 year,Female,0
2021,Mariposa,Less than 1 year,Male,0
2021,Mariposa,1 - 4 years,Female,0
2021,Mariposa,1 - 4 years,Male,0
2021,Mariposa,5 - 9 years,Female,0
2021,Mariposa,5 - 9 years,Male,0
2021,Mariposa,10 - 14 years,Female,0
2021,Mariposa,10 - 14 years,Male,0
2021,Mariposa,15 - 19 years,Female,0
2021,Mariposa,15 - 19 years,Male,0
2021,Mariposa,20 - 24 years,Female,0
2021,Mariposa,20 - 24 years,Male,0
2021,Mariposa,25 - 29 years,Female,0
2021,Mariposa,25 - 29 years,Male,0
2021,Mariposa,30 - 34 years,Female,0
2021,Mariposa,30 - 34 years,Male,0
2021,Mariposa,35 - 39 years,Female,0
2021,Mariposa,35 - 39 years,Male,6
2021,Mariposa,40 - 44 years,Female,0
2021,Mariposa,40 - 44 years,Male,0
2021,Mariposa,45 - 49 years,Female,0
2021,Mariposa,45 - 49 years,Male,6
2021,Mariposa,50 - 54 years,Female,0
2021,Mariposa,50 - 54 years,Male,6
2021,Mariposa,55 - 59 years,Female,0
2021,Mariposa,55 - 59 years,Male,6
2021,Mariposa,60 - 64 years,Female,6
2021,Mariposa,60 - 64 years,Male,6
2021,Mariposa,65 - 69 years,Female,6
2021,Mariposa,65 - 69 years,Male,6
2021,Mariposa,70 - 74 years,Female,6
2021,Mariposa,70 - 74 years,Male,6
2021,Mariposa,75 - 79 years,Female,6
2021,Mariposa,75 - 79 years,Male,6
2021,Mariposa,80 - 84 years,Female,6
2021,Mariposa,80 - 84 years,Male,6
2021,Mariposa,85 - 89 years,Female,6
2021,Mariposa,85 - 89 years,Male,6
2021,Mariposa,90 - 94 years,Female,6
2021,Mariposa,90 - 94 years,Male,6
2021,Mariposa,95 - 99 years,Female,6
2021,Mariposa,95 - 99 years,Male,0
2021,Mariposa,100 years and over,Female,6
2021,Mariposa,100 years and over,Male,6
2021,Mendocino,Less than 1 year,Female,0
2021,Mendocino,Less than 1 year,Male,6
2021,Mendocino,1 - 4 years,Female,0
2021,Mendocino,1 - 4 years,Male,6
2021,Mendocino,5 - 9 years,Female,0
2021,Mendocino,5 - 9 years,Male,0
2021,Mendocino,10 - 14 years,Female,0
2021,Mendocino,10 - 14 years,Male,6
2021,Mendocino,15 - 19 years,Female,0
2021,Mendocino,15 - 19 years,Male,6
2021,Mendocino,20 - 24 years,Female,0
2021,Mendocino,20 - 24 years,Male,6
2021,Mendocino,25 - 29 years,Female,6
2021,Mendocino,25 - 29 years,Male,6
2021,Mendocino,30 - 34 years,Female,6
2021,Mendocino,30 - 34 years,Male,6
2021,Mendocino,35 - 39 years,Female,6
2021,Mendocino,35 - 39 years,Male,6
2021,Mendocino,40 - 44 years,Female,0
2021,Mendocino,40 - 44 years,Male,6
2021,Mendocino,45 - 49 years,Female,6
2021,Mendocino,45 - 49 years,Male,6
2021,Mendocino,50 - 54 years,Female,6
2021,Mendocino,50 - 54 years,Male,11
2021,Mendocino,55 - 59 years,Female,11
2021,Mendocino,55 - 59 years,Male,6
2021,Mendocino,60 - 64 years,Female,15
2021,Mendocino,60 - 64 years,Male,20
2021,Mendocino,65 - 69 years,Female,13
2021,Mendocino,65 - 69 years,Male,27
2021,Mendocino,70 - 74 years,Female,13
2021,Mendocino,70 - 74 years,Male,24
2021,Mendocino,75 - 79 years,Female,20
2021,Mendocino,75 - 79 years,Male,23
2021,Mendocino,80 - 84 years,Female,16
2021,Mendocino,80 - 84 years,Male,18
2021,Mendocino,85 - 89 years,Female,17
2021,Mendocino,85 - 89 years,Male,24
2021,Mendocino,90 - 94 years,Female,23
2021,Mendocino,90 - 94 years,Male,15
2021,Mendocino,95 - 99 years,Female,13
2021,Mendocino,95 - 99 years,Male,6
2021,Mendocino,100 years and over,Female,6
2021,Mendocino,100 years and over,Male,6
2021,Merced,Less than 1 year,Female,6
2021,Merced,Less than 1 year,Male,6
2021,Merced,1 - 4 years,Female,0
2021,Merced,1 - 4 years,Male,6
2021,Merced,5 - 9 years,Female,6
2021,Merced,5 - 9 years,Male,6
2021,Merced,10 - 14 years,Female,0
2021,Merced,10 - 14 years,Male,6
2021,Merced,15 - 19 years,Female,6
2021,Merced,15 - 19 years,Male,6
2021,Merced,20 - 24 years,Female,6
2021,Merced,20 - 24 years,Male,6
2021,Merced,25 - 29 years,Female,6
2021,Merced,25 - 29 years,Male,6
2021,Merced,30 - 34 years,Female,6
2021,Merced,30 - 34 years,Male,14
2021,Merced,35 - 39 years,Female,6
2021,Merced,35 - 39 years,Male,14
2021,Merced,40 - 44 years,Female,6
2021,Merced,40 - 44 years,Male,6
2021,Merced,45 - 49 years,Female,6
2021,Merced,45 - 49 years,Male,13
2021,Merced,50 - 54 years,Female,6
2021,Merced,50 - 54 years,Male,30
2021,Merced,55 - 59 years,Female,23
2021,Merced,55 - 59 years,Male,36
2021,Merced,60 - 64 years,Female,29
2021,Merced,60 - 64 years,Male,44
2021,Merced,65 - 69 years,Female,31
2021,Merced,65 - 69 years,Male,52
2021,Merced,70 - 74 years,Female,31
2021,Merced,70 - 74 years,Male,58
2021,Merced,75 - 79 years,Female,41
2021,Merced,75 - 79 years,Male,52
2021,Merced,80 - 84 years,Female,47
2021,Merced,80 - 84 years,Male,51
2021,Merced,85 - 89 years,Female,44
2021,Merced,85 - 89 years,Male,47
2021,Merced,90 - 94 years,Female,35
2021,Merced,90 - 94 years,Male,23
2021,Merced,95 - 99 years,Female,6
2021,Merced,95 - 99 years,Male,6
2021,Merced,100 years and over,Female,6
2021,Merced,100 years and over,Male,6
2021,Modoc,Less than 1 year,Female,0
2021,Modoc,Less than 1 year,Male,0
2021,Modoc,1 - 4 years,Female,0
2021,Modoc,1 - 4 years,Male,0
2021,Modoc,5 - 9 years,Female,0
2021,Modoc,5 - 9 years,Male,0
2021,Modoc,10 - 14 years,Female,0
2021,Modoc,10 - 14 years,Male,0
2021,Modoc,15 - 19 years,Female,0
2021,Modoc,15 - 19 years,Male,0
2021,Modoc,20 - 24 years,Female,0
2021,Modoc,20 - 24 years,Male,0
2021,Modoc,25 - 29 years,Female,0
2021,Modoc,25 - 29 years,Male,0
2021,Modoc,30 - 34 years,Female,6
2021,Modoc,30 - 34 years,Male,0
2021,Modoc,35 - 39 years,Female,6
2021,Modoc,35 - 39 years,Male,0
2021,Modoc,40 - 44 years,Female,6
2021,Modoc,40 - 44 years,Male,6
2021,Modoc,45 - 49 years,Female,0
2021,Modoc,45 - 49 years,Male,0
2021,Modoc,50 - 54 years,Female,0
2021,Modoc,50 - 54 years,Male,6
2021,Modoc,55 - 59 years,Female,0
2021,Modoc,55 - 59 years,Male,6
2021,Modoc,60 - 64 years,Female,6
2021,Modoc,60 - 64 years,Male,6
2021,Modoc,65 - 69 years,Female,6
2021,Modoc,65 - 69 years,Male,6
2021,Modoc,70 - 74 years,Female,6
2021,Modoc,70 - 74 years,Male,6
2021,Modoc,75 - 79 years,Female,6
2021,Modoc,75 - 79 years,Male,6
2021,Modoc,80 - 84 years,Female,6
2021,Modoc,80 - 84 years,Male,6
2021,Modoc,85 - 89 years,Female,6
2021,Modoc,85 - 89 years,Male,6
2021,Modoc,90 - 94 years,Female,6
2021,Modoc,90 - 94 years,Male,6
2021,Modoc,95 - 99 years,Female,6
2021,Modoc,95 - 99 years,Male,0
2021,Modoc,100 years and over,Female,6
2021,Modoc,100 years and over,Male,0
2021,Mono,Less than 1 year,Female,0
2021,Mono,Less than 1 year,Male,0
2021,Mono,1 - 4 years,Female,0
2021,Mono,1 - 4 years,Male,0
2021,Mono,5 - 9 years,Female,0
2021,Mono,5 - 9 years,Male,0
2021,Mono,10 - 14 years,Female,0
2021,Mono,10 - 14 years,Male,0
2021,Mono,15 - 19 years,Female,0
2021,Mono,15 - 19 years,Male,0
2021,Mono,20 - 24 years,Female,0
2021,Mono,20 - 24 years,Male,0
2021,Mono,25 - 29 years,Female,0
2021,Mono,25 - 29 years,Male,0
2021,Mono,30 - 34 years,Female,0
2021,Mono,30 - 34 years,Male,0
2021,Mono,35 - 39 years,Female,6
2021,Mono,35 - 39 years,Male,6
2021,Mono,40 - 44 years,Female,6
2021,Mono,40 - 44 years,Male,6
2021,Mono,45 - 49 years,Female,0
2021,Mono,45 - 49 years,Male,0
2021,Mono,50 - 54 years,Female,6
2021,Mono,50 - 54 years,Male,0
2021,Mono,55 - 59 years,Female,6
2021,Mono,55 - 59 years,Male,6
2021,Mono,60 - 64 years,Female,0
2021,Mono,60 - 64 years,Male,0
2021,Mono,65 - 69 years,Female,6
2021,Mono,65 - 69 years,Male,6
2021,Mono,70 - 74 years,Female,0
2021,Mono,70 - 74 years,Male,0
2021,Mono,75 - 79 years,Female,0
2021,Mono,75 - 79 years,Male,0
2021,Mono,80 - 84 years,Female,0
2021,Mono,80 - 84 years,Male,0
2021,Mono,85 - 89 years,Female,6
2021,Mono,85 - 89 years,Male,0
2021,Mono,90 - 94 years,Female,0
2021,Mono,90 - 94 years,Male,6
2021,Mono,95 - 99 years,Female,0
2021,Mono,95 - 99 years,Male,0
2021,Mono,100 years and over,Female,0
2021,Mono,100 years and over,Male,0
2021,Monterey,Less than 1 year,Female,6
2021,Monterey,Less than 1 year,Male,6
2021,Monterey,1 - 4 years,Female,6
2021,Monterey,1 - 4 years,Male,0
2021,Monterey,5 - 9 years,Female,0
2021,Monterey,5 - 9 years,Male,0
2021,Monterey,10 - 14 years,Female,0
2021,Monterey,10 - 14 years,Male,0
2021,Monterey,15 - 19 years,Female,0
2021,Monterey,15 - 19 years,Male,6
2021,Monterey,20 - 24 years,Female,6
2021,Monterey,20 - 24 years,Male,6
2021,Monterey,25 - 29 years,Female,6
2021,Monterey,25 - 29 years,Male,14
2021,Monterey,30 - 34 years,Female,6
2021,Monterey,30 - 34 years,Male,15
2021,Monterey,35 - 39 years,Female,6
2021,Monterey,35 - 39 years,Male,6
2021,Monterey,40 - 44 years,Female,6
2021,Monterey,40 - 44 years,Male,15
2021,Monterey,45 - 49 years,Female,6
2021,Monterey,45 - 49 years,Male,22
2021,Monterey,50 - 54 years,Female,13
2021,Monterey,50 - 54 years,Male,37
2021,Monterey,55 - 59 years,Female,25
2021,Monterey,55 - 59 years,Male,47
2021,Monterey,60 - 64 years,Female,44
2021,Monterey,60 - 64 years,Male,48
2021,Monterey,65 - 69 years,Female,36
2021,Monterey,65 - 69 years,Male,67
2021,Monterey,70 - 74 years,Female,59
2021,Monterey,70 - 74 years,Male,71
2021,Monterey,75 - 79 years,Female,53
2021,Monterey,75 - 79 years,Male,71
2021,Monterey,80 - 84 years,Female,67
2021,Monterey,80 - 84 years,Male,69
2021,Monterey,85 - 89 years,Female,90
2021,Monterey,85 - 89 years,Male,67
2021,Monterey,90 - 94 years,Female,97
2021,Monterey,90 - 94 years,Male,63
2021,Monterey,95 - 99 years,Female,55
2021,Monterey,95 - 99 years,Male,22
2021,Monterey,100 years and over,Female,24
2021,Monterey,100 years and over,Male,6
2021,Napa,Less than 1 year,Female,6
2021,Napa,Less than 1 year,Male,0
2021,Napa,1 - 4 years,Female,0
2021,Napa,1 - 4 years,Male,0
2021,Napa,5 - 9 years,Female,6
2021,Napa,5 - 9 years,Male,0
2021,Napa,10 - 14 years,Female,0
2021,Napa,10 - 14 years,Male,0
2021,Napa,15 - 19 years,Female,0
2021,Napa,15 - 19 years,Male,6
2021,Napa,20 - 24 years,Female,6
2021,Napa,20 - 24 years,Male,6
2021,Napa,25 - 29 years,Female,0
2021,Napa,25 - 29 years,Male,6
2021,Napa,30 - 34 years,Female,6
2021,Napa,30 - 34 years,Male,6
2021,Napa,35 - 39 years,Female,6
2021,Napa,35 - 39 years,Male,6
2021,Napa,40 - 44 years,Female,0
2021,Napa,40 - 44 years,Male,6
2021,Napa,45 - 49 years,Female,6
2021,Napa,45 - 49 years,Male,6
2021,Napa,50 - 54 years,Female,6
2021,Napa,50 - 54 years,Male,6
2021,Napa,55 - 59 years,Female,6
2021,Napa,55 - 59 years,Male,14
2021,Napa,60 - 64 years,Female,6
2021,Napa,60 - 64 years,Male,15
2021,Napa,65 - 69 years,Female,20
2021,Napa,65 - 69 years,Male,25
2021,Napa,70 - 74 years,Female,21
2021,Napa,70 - 74 years,Male,25
2021,Napa,75 - 79 years,Female,27
2021,Napa,75 - 79 years,Male,32
2021,Napa,80 - 84 years,Female,20
2021,Napa,80 - 84 years,Male,32
2021,Napa,85 - 89 years,Female,35
2021,Napa,85 - 89 years,Male,31
2021,Napa,90 - 94 years,Female,38
2021,Napa,90 - 94 years,Male,35
2021,Napa,95 - 99 years,Female,19
2021,Napa,95 - 99 years,Male,18
2021,Napa,100 years and over,Female,6
2021,Napa,100 years and over,Male,0
2021,Nevada,Less than 1 year,Female,0
2021,Nevada,Less than 1 year,Male,0
2021,Nevada,1 - 4 years,Female,6
2021,Nevada,1 - 4 years,Male,0
2021,Nevada,5 - 9 years,Female,0
2021,Nevada,5 - 9 years,Male,0
2021,Nevada,10 - 14 years,Female,0
2021,Nevada,10 - 14 years,Male,0
2021,Nevada,15 - 19 years,Female,0
2021,Nevada,15 - 19 years,Male,6
2021,Nevada,20 - 24 years,Female,0
2021,Nevada,20 - 24 years,Male,0
2021,Nevada,25 - 29 years,Female,0
2021,Nevada,25 - 29 years,Male,6
2021,Nevada,30 - 34 years,Female,6
2021,Nevada,30 - 34 years,Male,0
2021,Nevada,35 - 39 years,Female,6
2021,Nevada,35 - 39 years,Male,6
2021,Nevada,40 - 44 years,Female,6
2021,Nevada,40 - 44 years,Male,6
2021,Nevada,45 - 49 years,Female,6
2021,Nevada,45 - 49 years,Male,6
2021,Nevada,50 - 54 years,Female,6
2021,Nevada,50 - 54 years,Male,6
2021,Nevada,55 - 59 years,Female,6
2021,Nevada,55 - 59 years,Male,6
2021,Nevada,60 - 64 years,Female,6
2021,Nevada,60 - 64 years,Male,6
2021,Nevada,65 - 69 years,Female,20
2021,Nevada,65 - 69 years,Male,20
2021,Nevada,70 - 74 years,Female,20
2021,Nevada,70 - 74 years,Male,30
2021,Nevada,75 - 79 years,Female,11
2021,Nevada,75 - 79 years,Male,29
2021,Nevada,80 - 84 years,Female,26
2021,Nevada,80 - 84 years,Male,18
2021,Nevada,85 - 89 years,Female,36
2021,Nevada,85 - 89 years,Male,25
2021,Nevada,90 - 94 years,Female,33
2021,Nevada,90 - 94 years,Male,25
2021,Nevada,95 - 99 years,Female,14
2021,Nevada,95 - 99 years,Male,6
2021,Nevada,100 years and over,Female,6
2021,Nevada,100 years and over,Male,0
2021,Orange,Less than 1 year,Female,20
2021,Orange,Less than 1 year,Male,21
